ref_wingei_Female_013_RNA	ref_wingei_Female_014_RNA	ref_wingei_Female_015_RNA	ref_wingei_Male_005_RNA	ref_wingei_Male_006_RNA	ref_wingei_Male_007_RNA	alt_wingei_Female_013_RNA	alt_wingei_Female_014_RNA	alt_wingei_Female_015_RNA	alt_wingei_Male_005_RNA	alt_wingei_Male_006_RNA	alt_wingei_Male_007_RNA	gene
4.884955752212388	10.238938053097343	2.504424778761062	5.31858407079646	5.79646017699115	5.619469026548671	2.4247787610619467	4.504424778761061	1.0265486725663715	2.5309734513274336	2.7964601769911503	2.380530973451328	ENSXMAG00000021878
13.794392523364484	29.859813084112147	9.570093457943923	13.925233644859814	16.345794392523366	12.94392523364486	2.2523364485981308	5.252336448598131	1.7850467289719627	2.3084112149532707	3.1214953271028034	2.233644859813084	ENSXMAG00000008214
												ENSXMAG00000028028
3.4369747899159666	7.075630252100839	3.613445378151261	8.142857142857142	5.7478991596638656	8.033613445378151	1.2016806722689075	1.369747899159664	1.2857142857142858	2.1260504201680672	1.680672268907563	2.369747899159664	ENSXMAG00000015864
												ENSXMAG00000023560
5.769230769230768	6.384615384615384	3.9615384615384617	7.884615384615384	7.1923076923076925	4.6923076923076925	4.769230769230768	5.846153846153847	3.3076923076923075	6.538461538461537	6.6923076923076925	5.615384615384616	ENSXMAG00000022873
9.787037037037038	13.629629629629632	29.33333333333333	15.592592592592592	15.398148148148149	20.38888888888889	3.6296296296296298	4.925925925925926	10.666666666666666	5.796296296296298	5.851851851851853	7.546296296296298	ENSXMAG00000000163
10.619047619047619	16.11904761904762	12.047619047619047	22.119047619047624	19.33333333333333	11.88095238095238	3.976190476190476	5.7142857142857135	5.261904761904762	9.023809523809524	6.976190476190476	4.785714285714286	ENSXMAG00000000156
												ENSXMAG00000029525
1.3333333333333333	0.0	1.3333333333333333	3.333333333333333	6.333333333333332	3.0	0.6666666666666666	0.0	0.0	0.0	1.0	0.3333333333333333	ENSXMAG00000000148
27.07142857142857	10.892857142857142	145.92857142857142	20.13095238095238	28.32142857142857	6.1309523809523805	8.357142857142858	3.4404761904761907	45.26190476190475	6.2023809523809526	8.714285714285714	2.0119047619047623	ENSXMAG00000000146
												ENSXMAG00000027955
11.172619047619047	16.908730158730158	20.819444444444443	14.982142857142858	16.210317460317462	11.011904761904765	3.821428571428572	6.132936507936507	7.053571428571429	5.351190476190476	5.329365079365079	4.041666666666667	ENSXMAG00000000134
1.2352941176470589	2.7254901960784315	0.9019607843137256	2.8039215686274512	2.5294117647058822	2.156862745098039	0.5294117647058824	1.0196078431372548	0.29411764705882354	0.8039215686274509	0.9019607843137256	0.7254901960784313	ENSXMAG00000011712
5.191176470588236	4.941176470588236	7.205882352941178	9.757352941176473	9.058823529411764	2.8602941176470584	1.9338235294117647	1.9117647058823528	2.625	3.882352941176471	3.625	1.1397058823529411	ENSXMAG00000027839
25.176470588235286	52.22910216718265	11.074303405572754	47.41795665634674	36.14551083591331	35.10216718266254	7.136222910216718	15.938080495356035	3.1826625386996903	12.380804953560373	10.30030959752322	10.408668730650154	ENSXMAG00000029375
6.097560975609755	14.951219512195122	21.87804878048781	8.463414634146341	7.780487804878049	7.682926829268293	1.9756097560975612	4.902439024390244	10.902439024390244	3.1219512195121952	2.365853658536585	2.6829268292682933	ENSXMAG00000024582
7.735537190082645	15.355371900826444	20.487603305785125	15.355371900826444	10.785123966942148	9.512396694214877	3.049586776859504	6.082644628099174	8.743801652892563	6.338842975206612	4.4958677685950414	3.446280991735537	ENSXMAG00000025970
												ENSXMAG00000011777
0.6666666666666666	0.0	2.0	2.0	1.0	2.0	0.3333333333333333	0.6666666666666666	1.0	1.0	0.6666666666666666	1.0	ENSXMAG00000029541
7.42603550295858	4.911242603550296	9.177514792899409	10.224852071005918	11.704142011834321	9.035502958579881	3.497041420118343	2.4911242603550297	4.650887573964497	4.9053254437869835	6.011834319526629	4.14792899408284	ENSXMAG00000017430
												ENSXMAG00000026595
												ENSXMAG00000025900
5.822222222222222	34.55555555555556	17.622222222222227	12.133333333333333	0.9111111111111112	12.688888888888886	3.2	22.355555555555554	11.8	7.822222222222222	0.6888888888888889	8.311111111111114	ENSXMAG00000029665
5.6585365853658525	34.73170731707317	18.70731707317073	12.048780487804878	0.902439024390244	12.829268292682926	3.463414634146341	24.195121951219512	11.75609756097561	8.365853658536585	0.7317073170731707	9.0	ENSXMAG00000022060
2.888888888888889	8.666666666666666	2.1481481481481484	8.925925925925926	5.0	5.074074074074074	1.4444444444444444	4.481481481481481	0.8518518518518519	4.703703703703703	3.111111111111111	3.0	ENSXMAG00000017354
1.4423076923076923	2.1730769230769234	3.3653846153846154	2.3846153846153846	4.413461538461538	1.9903846153846156	0.4615384615384616	0.6730769230769231	1.0576923076923077	0.5769230769230769	1.0769230769230769	0.4807692307692308	ENSXMAG00000026583
0.0	0.0	0.8	1.9	2.1	2.2	0.1	0.0	0.4	1.2	1.3	1.6	ENSXMAG00000021262
13.407407407407408	30.11111111111111	10.814814814814815	16.14814814814815	14.925925925925926	22.592592592592588	3.3703703703703702	6.074074074074074	3.4814814814814814	5.296296296296297	4.962962962962963	4.703703703703703	ENSXMAG00000011792
												ENSXMAG00000021599
6.1818181818181825	4.945454545454545	4.403636363636363	8.8	10.57090909090909	6.752727272727273	2.7963636363636364	2.0836363636363635	1.7236363636363636	3.4727272727272727	4.4	2.7709090909090905	ENSXMAG00000010665
1.9870129870129871	1.818181818181818	2.0389610389610393	4.727272727272728	4.662337662337662	3.3441558441558437	0.577922077922078	0.5974025974025974	0.564935064935065	1.4350649350649352	1.6948051948051948	0.9610389610389609	ENSXMAG00000007920
2.359322033898305	2.4305084745762717	2.538983050847458	9.332203389830509	7.111864406779661	6.277966101694915	1.0949152542372882	1.2203389830508475	1.1796610169491526	4.7457627118644075	3.3966101694915256	3.301694915254237	ENSXMAG00000012639
1.3846153846153846	1.8461538461538465	1.6923076923076923	4.076923076923077	3.7692307692307687	1.5384615384615383	0.7692307692307693	0.3076923076923077	0.3076923076923077	1.0769230769230769	0.8461538461538461	0.6153846153846154	ENSXMAG00000012636
2.8370786516853927	2.9325842696629216	3.1853932584269664	8.02247191011236	8.601123595505616	3.4101123595505616	1.1629213483146068	1.2921348314606742	1.3707865168539326	3.3370786516853927	3.7584269662921344	1.6292134831460674	ENSXMAG00000012628
5.230769230769232	7.480769230769232	6.519230769230768	13.192307692307693	8.51923076923077	7.6730769230769225	1.6730769230769231	2.480769230769231	1.8653846153846156	3.9230769230769234	2.230769230769231	2.0769230769230766	ENSXMAG00000027184
8.275641025641027	25.18589743589743	5.878205128205129	14.57051282051282	14.243589743589745	9.294871794871796	5.4423076923076925	18.096153846153847	4.07051282051282	9.98076923076923	9.467948717948717	7.141025641025642	ENSXMAG00000025111
40.76	54.47692307692307	38.372307692307686	35.74153846153846	30.62461538461539	29.926153846153845	10.621538461538462	14.42153846153846	9.224615384615383	9.587692307692308	8.095384615384615	8.264615384615384	ENSXMAG00000022050
												ENSXMAG00000012580
18.63793103448276	21.59195402298851	20.528735632183906	32.235632183908045	26.011494252873568	21.155172413793107	9.040229885057473	9.683908045977011	8.155172413793103	14.885057471264368	11.810344827586205	9.528735632183908	ENSXMAG00000026639
2.6724137931034484	2.5804597701149423	2.2413793103448274	3.4022988505747125	3.2471264367816093	3.2586206896551726	1.1264367816091954	1.2816091954022988	1.0172413793103448	1.7701149425287357	1.2988505747126438	1.4367816091954022	ENSXMAG00000023605
2.6666666666666665	3.7901234567901234	2.851851851851852	4.469135802469137	5.395061728395062	3.5679012345679015	1.5555555555555556	1.9876543209876545	1.7407407407407407	2.432098765432099	3.7901234567901234	1.7530864197530864	ENSXMAG00000012572
4.648351648351649	6.2967032967032965	5.989010989010988	15.445054945054945	13.164835164835164	7.736263736263736	3.1483516483516483	3.4010989010989015	3.5549450549450547	5.857142857142858	6.1923076923076925	3.851648351648352	ENSXMAG00000016023
5.591549295774648	5.542253521126762	7.438380281690142	10.029929577464786	12.799295774647886	9.721830985915492	1.846830985915493	1.8785211267605637	2.505281690140845	3.352112676056338	4.036971830985915	3.3397887323943665	ENSXMAG00000012546
2.2	1.08	0.12	5.36	5.92	3.0	0.36	0.28	0.0	1.68	1.48	1.0	ENSXMAG00000012539
1.4444444444444444	3.185185185185185	3.814814814814815	7.74074074074074	9.481481481481481	7.111111111111112	0.5185185185185185	1.1851851851851851	1.6296296296296295	3.333333333333333	3.2592592592592586	2.888888888888889	ENSXMAG00000012535
3.518292682926829	2.5	3.981707317073171	4.5426829268292686	5.115853658536587	3.304878048780488	1.6768292682926829	1.1219512195121952	1.798780487804878	2.091463414634146	2.5	1.445121951219512	ENSXMAG00000012525
7.87248322147651	6.5369127516778525	6.4362416107382545	19.114093959731548	21.21476510067114	14.530201342281881	2.906040268456376	2.523489932885906	2.214765100671141	7.4161073825503365	8.187919463087248	6.167785234899329	ENSXMAG00000012520
3.462809917355372	1.975206611570248	2.950413223140496	4.743801652892562	4.256198347107438	3.87603305785124	1.0991735537190082	0.8099173553719008	1.0578512396694215	1.9586776859504127	1.5950413223140496	1.677685950413223	ENSXMAG00000012517
1.1515151515151516	1.1212121212121209	1.7575757575757576	4.666666666666667	2.636363636363636	3.060606060606061	0.6060606060606061	0.8181818181818182	1.2424242424242424	2.636363636363636	1.7878787878787878	2.272727272727273	ENSXMAG00000004979
7.9605263157894735	10.802631578947368	6.578947368421053	19.5	16.855263157894736	12.789473684210524	1.1973684210526316	1.9078947368421053	0.8947368421052632	2.8421052631578947	2.473684210526316	2.026315789473684	ENSXMAG00000004997
												ENSXMAG00000005006
5.131147540983607	6.19672131147541	6.540983606557377	7.540983606557377	6.737704918032787	5.508196721311475	1.9508196721311477	3.0327868852459017	1.524590163934426	2.9672131147540983	3.19672131147541	2.4098360655737703	ENSXMAG00000018816
8.788571428571428	9.90857142857143	10.142857142857142	11.445714285714285	9.542857142857144	10.245714285714287	3.537142857142857	4.354285714285714	4.057142857142857	4.731428571428571	3.851428571428571	4.8342857142857145	ENSXMAG00000024167
1.75	0.8611111111111112	1.6388888888888888	3.2777777777777777	2.5	2.861111111111111	0.6388888888888888	0.4166666666666667	0.7777777777777778	1.5	0.9444444444444444	1.2222222222222223	ENSXMAG00000018633
17.941176470588232	16.176470588235293	21.47058823529412	51.352941176470594	77.41176470588233	45.058823529411775	10.764705882352944	9.411764705882351	12.647058823529413	31.294117647058826	46.764705882352935	27.058823529411764	ENSXMAG00000018640
13.642611683848797	12.749140893470788	19.463917525773198	20.412371134020614	29.64604810996564	20.938144329896904	5.6048109965635735	5.171821305841925	8.439862542955327	8.374570446735396	13.027491408934708	8.195876288659793	ENSXMAG00000018643
6.902597402597403	8.357142857142858	6.967532467532468	13.909090909090908	14.42207792207792	9.844155844155843	3.198051948051948	4.185064935064935	3.3376623376623376	6.4350649350649345	6.636363636363638	4.9480519480519485	ENSXMAG00000018644
6.227722772277228	9.836633663366335	7.524752475247523	15.07920792079208	16.45049504950495	9.65841584158416	3.8168316831683167	5.836633663366338	4.391089108910891	8.514851485148515	9.381188118811881	5.608910891089108	ENSXMAG00000018660
4.391891891891892	2.783783783783784	3.6756756756756763	8.337837837837839	8.972972972972975	5.6756756756756745	1.1891891891891893	0.8243243243243243	0.945945945945946	2.45945945945946	2.5135135135135136	1.6891891891891893	ENSXMAG00000029213
5.386206896551723	3.655172413793104	4.162068965517242	13.551724137931034	12.641379310344828	8.60689655172414	2.6068965517241383	1.5896551724137933	1.9965517241379311	6.348275862068966	6.096551724137932	4.158620689655172	ENSXMAG00000022899
												ENSXMAG00000018700
4.055762081784387	1.0408921933085502	2.4795539033457255	2.5353159851301115	5.691449814126393	2.7695167286245352	1.728624535315985	0.4684014869888476	1.1524163568773234	1.037174721189591	2.420074349442379	1.2527881040892193	ENSXMAG00000018725
1.4156378600823043	0.41152263374485604	0.6995884773662552	5.292181069958848	3.625514403292181	2.3415637860082303	0.6666666666666666	0.2551440329218107	0.3991769547325103	2.2222222222222223	1.3703703703703705	1.1522633744855968	ENSXMAG00000027858
												ENSXMAG00000029947
93.18799999999999	76.42	132.308	48.943999999999996	56.328	80.352	49.94	46.88399999999999	72.048	27.884	30.296	49.16	ENSXMAG00000004969
2.6972477064220177	2.110091743119266	2.2201834862385317	3.192660550458716	4.174311926605505	3.0825688073394497	0.981651376146789	0.7706422018348624	0.8348623853211009	1.220183486238532	1.6146788990825691	1.0825688073394495	ENSXMAG00000026140
3.429411764705882	3.7647058823529416	3.2588235294117647	4.123529411764705	5.652941176470589	3.4588235294117653	1.7176470588235293	1.947058823529412	1.2176470588235293	2.152941176470588	2.9235294117647057	1.5647058823529412	ENSXMAG00000004424
17.483402489626556	12.9149377593361	16.647302904564313	45.06846473029046	26.31742738589212	28.58298755186722	9.514522821576763	6.8029045643153525	8.08298755186722	24.929460580912863	14.05186721991701	15.943983402489627	ENSXMAG00000018743
13.791970802919707	15.905109489051096	13.127737226277373	22.722627737226283	19.175182481751822	16.631386861313867	4.565693430656935	5.562043795620439	3.8868613138686134	7.240875912408758	6.149635036496352	5.244525547445256	ENSXMAG00000018747
9.495412844036695	8.454128440366972	8.79816513761468	21.486238532110097	21.137614678899087	14.743119266055048	3.385321100917431	3.334862385321101	3.7706422018348618	8.389908256880734	8.284403669724773	5.495412844036697	ENSXMAG00000018776
												ENSXMAG00000018831
15.173770491803277	4.7639344262295085	7.718032786885246	9.383606557377052	15.245901639344266	8.098360655737705	5.98688524590164	1.8	2.940983606557377	3.740983606557377	5.826229508196723	3.275409836065574	ENSXMAG00000018833
9.923076923076923	8.564102564102564	9.256410256410255	27.23076923076923	24.2051282051282	20.28205128205128	3.9743589743589753	3.5384615384615383	4.051282051282051	12.0	11.35897435897436	9.051282051282053	ENSXMAG00000018837
16.144712430426715	13.269016697588127	19.96660482374768	42.48423005565863	42.17439703153989	27.06864564007421	7.751391465677179	6.766233766233766	9.293135435992578	19.313543599257887	19.053803339517625	13.231910946196662	ENSXMAG00000029782
12.337423312883436	11.187116564417176	6.536809815950919	24.082822085889568	25.36196319018405	16.74846625766871	5.1441717791411055	4.763803680981595	2.733128834355828	10.11042944785276	10.377300613496931	6.874233128834356	ENSXMAG00000018875
33.03125	45.33125	29.5375	38.31875	30.05	27.8	10.5375	13.61875	9.34375	11.9375	10.01875	8.38125	ENSXMAG00000018921
3.1779935275080913	3.9644012944983817	3.1262135922330097	6.058252427184466	5.718446601941747	7.003236245954692	1.0841423948220066	1.4789644012944985	0.9935275080906149	1.928802588996764	2.016181229773463	2.588996763754045	ENSXMAG00000018928
4.599009900990099	2.9653465346534653	6.034653465346534	5.420792079207921	4.816831683168316	5.584158415841584	0.9801980198019802	0.7920792079207921	1.2772277227722773	1.1336633663366336	1.1089108910891092	1.2425742574257426	ENSXMAG00000018950
5.72093023255814	2.8914728682170536	8.736434108527131	5.441860465116278	5.077519379844961	5.658914728682171	1.0387596899224807	0.6744186046511628	1.8062015503875968	0.7674418604651163	0.9457364341085271	0.8992248062015504	ENSXMAG00000029415
11.132530120481928	16.698795180722893	12.662650602409636	12.734939759036145	12.156626506024097	9.27710843373494	5.03012048192771	8.69277108433735	5.981927710843372	5.620481927710843	4.63855421686747	4.2710843373493965	ENSXMAG00000019424
17.690140845070427	27.0	24.901408450704228	19.64788732394366	18.76056338028169	12.492957746478874	8.098591549295774	14.028169014084508	11.971830985915492	8.67605633802817	7.169014084507044	6.28169014084507	ENSXMAG00000022593
3.86	2.34	1.97	3.63	4.73	3.51	1.82	0.88	0.69	1.5	2.04	1.36	ENSXMAG00000024119
2.8545454545454545	2.3757575757575764	3.084848484848485	5.321212121212121	5.0242424242424235	4.496969696969697	0.7757575757575758	0.6242424242424243	0.8060606060606059	1.509090909090909	1.2606060606060605	1.1515151515151516	ENSXMAG00000018960
8.976973684210526	13.223684210526313	9.467105263157897	18.0625	16.128289473684212	13.30921052631579	3.720394736842105	4.911184210526316	3.967105263157895	7.078947368421053	6.759868421052633	5.1480263157894735	ENSXMAG00000018970
5.7333333333333325	9.466666666666667	7.0	12.022222222222224	11.011111111111115	8.066666666666666	1.2111111111111108	2.3222222222222224	1.7	2.9777777777777783	2.6777777777777776	1.9666666666666663	ENSXMAG00000018971
2.565693430656934	4.229927007299271	7.153284671532846	7.478102189781022	5.467153284671533	6.386861313868612	0.9562043795620438	1.7116788321167884	2.036496350364964	3.1970802919708032	1.95985401459854	2.6423357664233578	ENSXMAG00000021468
261.85	83.65	100.25	186.5	177.625	237.7	94.75	28.025	32.625	67.2	65.225	78.275	ENSXMAG00000020306
16.282982791587	8.571701720841299	6.216061185468451	18.54302103250478	16.07265774378585	16.325047801147228	6.260038240917782	3.3135755258126194	2.2179732313575524	7.34416826003824	6.541108986615678	5.988527724665393	ENSXMAG00000001357
1.0909090909090908	2.9090909090909087	2.1818181818181817	3.727272727272727	0.9090909090909092	5.363636363636363	0.18181818181818185	0.7272727272727273	0.3636363636363637	0.9090909090909092	0.3636363636363637	1.0909090909090908	ENSXMAG00000029871
												ENSXMAG00000021287
2.481012658227848	1.6265822784810129	0.7468354430379747	3.4873417721518987	3.4936708860759493	2.1265822784810124	1.2088607594936709	0.6455696202531646	0.3987341772151899	1.3670886075949369	1.5063291139240509	1.1075949367088609	ENSXMAG00000018992
8.852459016393443	8.050819672131148	12.281967213114756	15.645901639344265	16.386885245901638	13.247540983606555	3.767213114754098	3.3721311475409834	5.1508196721311466	6.724590163934426	7.329508196721313	5.81639344262295	ENSXMAG00000019009
2.125	1.5948275862068966	1.4439655172413792	5.056034482758621	4.474137931034483	2.689655172413793	0.8793103448275862	0.6422413793103449	0.6163793103448276	2.336206896551724	1.7715517241379308	1.1077586206896552	ENSXMAG00000019010
5.156976744186046	5.598837209302325	5.558139534883722	7.517441860465117	8.255813953488373	6.313953488372092	2.011627906976744	2.482558139534884	2.569767441860465	3.1569767441860463	2.9709302325581395	2.9302325581395348	ENSXMAG00000019011
1.3819444444444444	3.6875	3.9583333333333335	6.0555555555555545	2.9444444444444446	5.979166666666668	0.5625	1.5902777777777777	1.7708333333333333	2.5694444444444446	1.2222222222222223	2.555555555555556	ENSXMAG00000020869
2.2399403874813717	3.1728763040238452	3.014903129657228	9.129657228017884	5.913561847988078	5.081967213114754	0.9582712369597616	1.2846497764530551	1.2727272727272727	3.4694485842026825	2.323397913561848	2.007451564828614	ENSXMAG00000020825
2.642857142857143	3.0075187969924815	3.0545112781954886	8.678571428571429	7.165413533834586	5.0281954887218046	1.1654135338345866	1.3101503759398496	1.3646616541353382	3.5357142857142856	2.847744360902256	1.9304511278195489	ENSXMAG00000019050
5.3964285714285705	5.689285714285713	6.6	21.589285714285715	12.471428571428573	13.332142857142856	2.2392857142857143	2.3714285714285714	2.7285714285714286	8.428571428571429	5.239285714285714	5.4	ENSXMAG00000019061
7.951724137931034	7.7862068965517235	9.668965517241382	32.88275862068966	18.055172413793105	19.110344827586207	3.1241379310344826	3.1448275862068966	3.8344827586206898	12.144827586206894	7.220689655172413	7.0344827586206895	ENSXMAG00000019095
0.0	0.6666666666666666	0.3333333333333333	2.6666666666666665	2.6666666666666665	2.333333333333333	0.0	0.3333333333333333	0.0	1.3333333333333333	1.0	1.0	ENSXMAG00000029036
4.206349206349207	6.365079365079365	4.650793650793651	10.412698412698411	11.095238095238097	8.079365079365079	1.1904761904761905	1.3492063492063493	1.1904761904761905	1.9047619047619049	2.142857142857143	1.5238095238095235	ENSXMAG00000000076
1.8943089430894309	5.69918699186992	4.796747967479675	5.9349593495934965	7.024390243902439	4.853658536585366	0.8373983739837398	2.8536585365853657	2.2113821138211383	2.8617886178861784	3.1626016260162597	2.414634146341464	ENSXMAG00000024415
												ENSXMAG00000000090
6.90162037037037	6.791666666666668	6.954861111111112	8.872685185185185	8.975694444444445	8.261574074074074	3.626157407407408	3.7604166666666665	3.872685185185185	4.820601851851851	4.841435185185184	4.452546296296297	ENSXMAG00000000091
												ENSXMAG00000029437
2.39906103286385	1.84037558685446	2.2018779342723005	4.399061032863849	4.061032863849765	2.7699530516431925	0.9248826291079812	0.7934272300469484	0.9295774647887324	1.7464788732394363	1.5023474178403755	1.0751173708920188	ENSXMAG00000000107
2.283582089552239	6.492537313432837	5.7522388059701495	6.134328358208956	4.083582089552238	7.065671641791044	1.0597014925373134	3.5641791044776117	3.280597014925373	3.355223880597015	1.8417910447761197	4.119402985074627	ENSXMAG00000000122
4.786163522012578	5.465408805031448	5.773584905660377	7.364779874213838	6.735849056603772	5.60377358490566	1.3962264150943395	1.3647798742138364	1.6540880503144657	1.9937106918238996	2.0	1.4339622641509433	ENSXMAG00000009893
												ENSXMAG00000020840
2.7520661157024797	4.578512396694215	5.851239669421487	4.4958677685950414	5.074380165289257	4.830578512396693	1.0289256198347108	1.6735537190082646	1.8636363636363635	1.7355371900826446	2.1983471074380163	1.87603305785124	ENSXMAG00000009890
4.395833333333333	4.5	4.791666666666667	8.0	6.854166666666668	6.875	2.375	2.4791666666666665	2.6041666666666665	4.395833333333333	3.8125	3.4375	ENSXMAG00000009869
28.58874458874459	21.073593073593074	22.662337662337666	85.26406926406926	72.66666666666667	42.35930735930736	13.095238095238097	10.441558441558444	10.255411255411255	38.354978354978364	32.52380952380953	19.367965367965372	ENSXMAG00000009861
2.9468085106382977	1.0159574468085106	1.4574468085106382	8.973404255319151	6.707446808510637	4.696808510638298	1.819148936170213	0.5425531914893617	0.7553191489361702	4.973404255319148	3.5797872340425534	2.8670212765957452	ENSXMAG00000000127
												ENSXMAG00000000130
												ENSXMAG00000023095
1.2844827586206895	0.3620689655172414	0.6896551724137931	6.577586206896553	3.577586206896552	4.758620689655173	0.7586206896551724	0.16379310344827586	0.3534482758620689	4.025862068965517	2.5172413793103448	3.0	ENSXMAG00000008784
15.53125	11.03125	8.25	50.28125	31.71875	31.71875	2.0625	2.0	1.15625	8.0625	3.78125	5.34375	ENSXMAG00000019533
3.30188679245283	2.509433962264151	1.7735849056603774	4.5094339622641515	2.679245283018868	3.0	1.169811320754717	0.7735849056603774	0.6415094339622641	1.339622641509434	0.8490566037735849	1.0566037735849056	ENSXMAG00000008777
8.698224852071005	8.449704142011834	7.6059171597633135	12.214201183431951	12.594082840236686	9.198816568047338	3.9502958579881655	3.712426035502959	3.630769230769231	5.1491124260355035	5.641420118343195	3.9301775147929	ENSXMAG00000019044
10.06470588235294	18.461764705882352	20.94705882352941	7.544117647058822	10.81470588235294	5.026470588235294	6.094117647058822	11.291176470588233	11.644117647058824	4.714705882352941	6.576470588235294	2.844117647058824	ENSXMAG00000019043
6.938775510204081	8.446064139941692	9.60058309037901	6.011661807580175	6.055393586005831	5.084548104956268	4.7346938775510194	4.685131195335277	5.174927113702624	3.2332361516034984	3.3294460641399417	2.8688046647230316	ENSXMAG00000019041
5.979508196721312	6.663934426229508	8.508196721311476	5.2049180327868845	5.5409836065573765	4.635245901639344	3.9344262295081966	3.766393442622951	4.168032786885246	2.5081967213114758	2.94672131147541	2.5204918032786887	ENSXMAG00000019435
7.568840579710145	7.8985507246376825	6.952898550724638	11.768115942028984	13.329710144927535	12.039855072463768	3.2717391304347827	3.5507246376811588	3.0507246376811588	5.086956521739131	5.826086956521738	5.721014492753622	ENSXMAG00000019008
1.44	1.1333333333333333	1.4666666666666666	3.6666666666666665	3.16	2.1333333333333333	0.4133333333333333	0.2	0.3466666666666667	0.8	0.76	0.36	ENSXMAG00000019002
0.5	0.3333333333333333	0.3888888888888889	5.666666666666668	2.6111111111111107	1.4444444444444444	0.4444444444444444	0.2777777777777778	0.4444444444444444	3.555555555555556	1.5555555555555556	0.7777777777777778	ENSXMAG00000024688
3.58974358974359	2.717948717948718	6.435897435897436	4.153846153846153	7.282051282051282	4.3589743589743595	2.3076923076923075	1.948717948717949	3.9230769230769234	2.641025641025641	4.384615384615385	2.8461538461538463	ENSXMAG00000010788
