ref_latipinna_1Female_RNA	ref_latipinna_2Female_RNA	ref_latipinna_3Male_RNA	ref_latipinna_4Male_RNA	ref_latipinna_6Female_RNA	ref_latipinna_7Male_RNA	alt_latipinna_1Female_RNA	alt_latipinna_2Female_RNA	alt_latipinna_3Male_RNA	alt_latipinna_4Male_RNA	alt_latipinna_6Female_RNA	alt_latipinna_7Male_RNA	gene
1.0909090909090908	0.0	2.0	1.3636363636363635	2.272727272727273	2.363636363636364	0.5454545454545454	0.0	1.6363636363636365	0.8181818181818182	1.7272727272727273	1.9090909090909087	ENSXMAG00000006633
12.258278145695364	0.0	8.71523178807947	14.456953642384105	4.976821192052981	4.0033112582781465	4.867549668874172	0.0	3.4834437086092715	5.910596026490066	2.0761589403973506	1.4072847682119205	ENSXMAG00000003821
14.440476190476188	0.0	27.452380952380953	9.80952380952381	3.922619047619048	12.142857142857142	3.4821428571428568	0.0	6.136904761904763	2.386904761904762	0.9523809523809524	2.6904761904761907	ENSXMAG00000003842
												ENSXMAG00000028238
1.5982142857142858	0.0	3.5535714285714284	4.133928571428571	2.482142857142857	2.7946428571428568	1.0267857142857142	0.0	1.9553571428571428	2.0982142857142856	1.2767857142857142	1.4642857142857142	ENSXMAG00000003857
3.4864864864864864	0.0	5.081081081081081	6.135135135135134	2.5675675675675675	5.513513513513512	1.2162162162162162	0.0	1.864864864864865	1.4864864864864864	1.0	1.4864864864864864	ENSXMAG00000025577
3.4791666666666665	0.0	5.104166666666667	3.5729166666666665	3.7708333333333335	5.375	1.8229166666666667	0.0	2.645833333333333	2.083333333333333	2.177083333333333	2.6666666666666665	ENSXMAG00000021878
18.39252336448598	0.0	25.58878504672897	23.504672897196258	18.074766355140188	19.074766355140188	2.514018691588785	0.0	3.850467289719626	3.3925233644859816	2.654205607476636	3.336448598130841	ENSXMAG00000008214
1.8333333333333333	0.0	3.6666666666666665	2.5	3.6666666666666665	0.6666666666666666	0.3333333333333333	0.0	0.16666666666666666	0.3333333333333333	0.16666666666666666	0.16666666666666666	ENSXMAG00000028028
7.203389830508474	0.0	4.3389830508474585	4.7627118644067785	4.923728813559323	8.135593220338983	2.0423728813559316	0.0	1.7711864406779658	1.4152542372881356	1.4406779661016949	2.796610169491525	ENSXMAG00000015864
												ENSXMAG00000023560
17.14814814814815	0.0	17.074074074074073	13.148148148148149	8.851851851851851	22.62962962962963	3.2592592592592586	0.0	2.814814814814815	2.962962962962963	1.2592592592592593	3.7777777777777777	ENSXMAG00000022873
26.972727272727276	0.0	18.572727272727274	20.63636363636364	27.72727272727273	23.645454545454545	8.181818181818182	0.0	5.863636363636362	6.3090909090909095	8.963636363636363	7.772727272727272	ENSXMAG00000000163
29.04761904761905	0.0	21.02380952380953	20.285714285714285	19.69047619047619	26.73809523809524	9.642857142857142	0.0	6.642857142857142	7.476190476190476	7.428571428571429	10.19047619047619	ENSXMAG00000000156
												ENSXMAG00000029525
2.0	0.0	0.0	3.5	2.5	5.0	0.0	0.0	0.0	2.0	0.0	1.0	ENSXMAG00000000148
41.97590361445785	0.0	11.240963855421686	10.698795180722893	12.903614457831322	21.891566265060238	11.397590361445785	0.0	4.686746987951807	3.1084337349397586	3.289156626506024	6.397590361445782	ENSXMAG00000000146
2.6666666666666665	0.0	3.0	0.3333333333333333	4.0	3.0	0.3333333333333333	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	ENSXMAG00000027955
27.98087954110899	0.0	22.61950286806884	18.690248565965586	16.76864244741874	23.965583173996176	7.697896749521987	0.0	6.338432122370938	5.07074569789675	4.646271510516252	6.5717017208412996	ENSXMAG00000000134
7.358024691358024	0.0	3.351851851851852	4.524691358024692	3.037037037037037	2.654320987654321	2.432098765432099	0.0	1.8580246913580247	1.4012345679012346	1.1111111111111112	0.8456790123456791	ENSXMAG00000011712
13.074074074074074	0.0	10.629629629629632	11.977777777777776	7.859259259259258	10.25925925925926	3.2592592592592586	0.0	2.785185185185185	2.9777777777777783	2.1629629629629634	2.362962962962963	ENSXMAG00000027839
49.01570680628272	0.0	40.596858638743456	53.88481675392671	38.81151832460733	46.596858638743456	18.960732984293195	0.0	14.654450261780104	19.219895287958114	15.052356020942408	15.942408376963352	ENSXMAG00000029375
41.60869565217392	0.0	23.67391304347826	28.67391304347826	31.30434782608696	44.15217391304348	19.73913043478261	0.0	10.652173913043477	14.043478260869565	14.152173913043477	20.82608695652174	ENSXMAG00000024582
29.57228915662651	0.0	18.807228915662648	19.16867469879518	19.94578313253012	28.192771084337355	11.066265060240962	0.0	7.168674698795182	7.186746987951808	7.518072289156628	10.885542168674698	ENSXMAG00000025970
												ENSXMAG00000011777
0.0	0.0	3.0	4.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	ENSXMAG00000029541
11.990825688073395	0.0	10.082568807339447	10.917431192660553	10.79816513761468	13.091743119266054	4.697247706422019	0.0	3.9082568807339446	4.08256880733945	4.0275229357798175	5.201834862385321	ENSXMAG00000017430
												ENSXMAG00000026595
												ENSXMAG00000025900
1.7142857142857142	0.0	4.571428571428571	15.642857142857142	3.7142857142857135	0.0	0.42857142857142855	0.0	0.6428571428571429	1.7857142857142858	0.42857142857142855	0.0	ENSXMAG00000029665
1.6666666666666667	0.0	4.083333333333333	16.083333333333332	3.8333333333333335	0.0	0.5	0.0	0.75	2.083333333333333	0.5	0.0	ENSXMAG00000022060
												ENSXMAG00000017354
1.807692307692308	0.0	4.115384615384615	2.3461538461538463	3.3076923076923075	2.6153846153846154	0.3076923076923077	0.0	0.5	0.15384615384615385	0.4615384615384616	0.2307692307692308	ENSXMAG00000026583
3.5	0.0	1.0	3.0	0.5	3.0	0.0	0.0	0.0	0.0	0.0	0.0	ENSXMAG00000021262
32.87096774193548	0.0	28.612903225806452	28.41935483870968	22.935483870967737	44.806451612903224	3.161290322580645	0.0	4.193548387096774	4.0	2.129032258064516	4.32258064516129	ENSXMAG00000011792
												ENSXMAG00000021599
6.2593984962406015	0.0	6.552631578947367	5.492481203007518	4.1842105263157885	4.030075187969925	2.962406015037594	0.0	3.1691729323308264	2.5676691729323307	1.9699248120300752	2.0789473684210527	ENSXMAG00000010665
6.572769953051642	0.0	4.591549295774648	5.356807511737089	4.657276995305164	5.178403755868545	2.112676056338028	0.0	1.6291079812206573	1.7699530516431925	1.5821596244131455	1.8497652582159625	ENSXMAG00000007920
11.81743869209809	0.0	10.752043596730244	11.983651226158036	9.561307901907355	8.449591280653951	5.4141689373297	0.0	4.907356948228882	5.8283378746594	4.53133514986376	3.7765667574931876	ENSXMAG00000012639
3.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	ENSXMAG00000012636
6.547445255474452	0.0	4.138686131386861	5.211678832116788	2.4671532846715327	7.357664233576642	2.248175182481752	0.0	1.45985401459854	1.781021897810219	0.7810218978102191	2.2627737226277373	ENSXMAG00000012628
5.803921568627452	0.0	4.3921568627450975	2.313725490196078	1.96078431372549	7.96078431372549	1.4901960784313726	0.0	1.1372549019607845	0.6274509803921569	0.5686274509803921	1.7254901960784317	ENSXMAG00000027184
16.105882352941176	0.0	19.258823529411767	17.405882352941177	9.570588235294117	12.094117647058823	6.1764705882352935	0.0	7.3	6.494117647058824	3.6411764705882352	4.447058823529412	ENSXMAG00000025111
42.09443099273608	0.0	37.2179176755448	35.35835351089588	30.205811138014532	47.404358353510894	9.336561743341404	0.0	9.060532687651333	7.767554479418887	6.721549636803874	10.060532687651333	ENSXMAG00000022050
												ENSXMAG00000012580
45.46368715083799	0.0	37.00558659217877	38.357541899441344	41.150837988826815	40.927374301675975	15.41340782122905	0.0	13.100558659217874	13.458100558659217	14.441340782122905	14.58659217877095	ENSXMAG00000026639
17.833333333333332	0.0	17.066666666666666	11.233333333333333	5.4	16.666666666666668	12.966666666666667	0.0	11.966666666666667	8.4	3.966666666666667	10.9	ENSXMAG00000023605
11.673913043478262	0.0	9.434782608695652	5.7391304347826075	7.456521739130435	12.108695652173912	5.434782608695652	0.0	4.413043478260869	3.097826086956522	3.5434782608695654	6.163043478260869	ENSXMAG00000012572
8.648484848484847	0.0	4.278787878787878	6.7333333333333325	4.0	10.242424242424242	3.33939393939394	0.0	2.478787878787879	2.2242424242424237	1.8303030303030303	3.0060606060606063	ENSXMAG00000016023
10.639492753623188	0.0	9.476449275362318	10.73731884057971	9.740942028985508	9.465579710144928	3.398550724637681	0.0	3.097826086956522	3.5	3.2065217391304346	3.063405797101449	ENSXMAG00000012546
10.984126984126986	0.0	8.285714285714286	12.666666666666664	8.285714285714286	18.238095238095237	4.047619047619048	0.0	3.0	4.428571428571429	2.9047619047619047	6.507936507936507	ENSXMAG00000012539
6.653846153846153	0.0	4.884615384615385	4.653846153846153	5.807692307692308	9.0	2.8076923076923075	0.0	1.7692307692307692	1.6153846153846154	2.1153846153846154	3.3461538461538463	ENSXMAG00000012535
6.040404040404041	0.0	6.8686868686868685	6.641414141414142	3.4141414141414135	3.95959595959596	3.2171717171717167	0.0	3.2979797979797985	3.2979797979797985	1.883838383838384	2.121212121212121	ENSXMAG00000012525
41.747899159663866	0.0	47.504201680672274	54.73949579831933	30.43697478991597	34.51260504201681	11.478991596638654	0.0	13.848739495798322	15.302521008403364	9.092436974789916	9.991596638655464	ENSXMAG00000012520
3.539325842696629	0.0	3.4044943820224716	2.730337078651685	3.1797752808988764	4.53932584269663	0.797752808988764	0.0	1.2134831460674158	0.8202247191011236	0.8764044943820225	1.4157303370786516	ENSXMAG00000012517
3.2285714285714286	0.0	3.7428571428571433	1.3142857142857145	2.628571428571429	4.2	1.3142857142857145	0.0	1.9142857142857144	0.5714285714285714	1.3714285714285714	1.9714285714285715	ENSXMAG00000004979
11.802631578947368	0.0	8.894736842105264	8.092105263157897	5.328947368421051	8.513157894736842	3.6052631578947367	0.0	2.5657894736842106	2.6578947368421053	1.3421052631578947	2.8421052631578947	ENSXMAG00000004997
11.129032258064516	0.0	3.838709677419355	0.8225806451612904	4.016129032258065	0.3709677419354839	4.951612903225806	0.0	1.5806451612903225	0.3225806451612903	1.7096774193548387	0.12903225806451613	ENSXMAG00000005006
9.0	0.0	7.670886075949367	6.329113924050633	6.6202531645569636	5.430379746835443	3.708860759493671	0.0	3.734177215189873	3.2784810126582284	2.278481012658228	2.6708860759493667	ENSXMAG00000018816
15.994897959183671	0.0	12.4234693877551	11.469387755102039	9.270408163265307	12.015306122448981	5.178571428571429	0.0	4.137755102040817	3.8316326530612246	2.7397959183673466	3.877551020408163	ENSXMAG00000024167
3.066666666666667	0.0	2.1333333333333333	3.733333333333333	2.8	1.9666666666666663	1.4666666666666666	0.0	1.0333333333333334	2.1333333333333333	1.5666666666666669	1.0666666666666669	ENSXMAG00000018633
313.5294117647058	0.0	236.11764705882354	317.5882352941176	227.11764705882354	348.2352941176471	91.82352941176471	0.0	69.58823529411765	92.52941176470587	64.29411764705883	100.94117647058823	ENSXMAG00000018640
25.58558558558559	0.0	23.121621621621625	24.31081081081081	11.801801801801801	21.635135135135137	11.630630630630632	0.0	10.454954954954957	10.896396396396396	5.148648648648648	10.067567567567568	ENSXMAG00000018643
12.973509933774835	0.0	12.109271523178807	12.450331125827816	8.728476821192054	11.582781456953642	5.68543046357616	0.0	5.443708609271524	5.162251655629139	3.9635761589403975	4.731788079470198	ENSXMAG00000018644
10.335616438356164	0.0	8.91095890410959	13.136986301369864	10.47945205479452	3.993150684931507	5.109589041095892	0.0	4.486301369863013	6.424657534246576	5.664383561643835	1.8904109589041096	ENSXMAG00000018660
15.07865168539326	0.0	13.494382022471909	10.707865168539326	10.865168539325843	9.955056179775283	5.842696629213482	0.0	4.584269662921348	3.4831460674157304	3.6741573033707855	2.955056179775281	ENSXMAG00000029213
8.654952076677318	0.0	8.87220447284345	8.073482428115016	5.904153354632587	4.59744408945687	4.361022364217252	0.0	4.466453674121405	3.9840255591054317	2.7763578274760383	2.1853035143769968	ENSXMAG00000022899
												ENSXMAG00000018700
2.566666666666667	0.0	0.9	6.2333333333333325	2.3666666666666667	3.933333333333333	0.5666666666666667	0.0	0.16666666666666666	1.5	0.6333333333333333	0.9666666666666668	ENSXMAG00000018725
2.0588235294117645	0.0	0.4705882352941176	2.235294117647059	0.4705882352941176	2.647058823529412	0.7058823529411765	0.0	0.6470588235294118	1.4117647058823528	0.1176470588235294	1.2941176470588236	ENSXMAG00000027858
												ENSXMAG00000029947
87.84	0.0	51.19	40.665	49.06	58.075	52.27	0.0	30.515	24.25	30.125	33.645	ENSXMAG00000004969
2.6557377049180326	0.0	2.2295081967213117	2.819672131147541	1.5081967213114753	2.5737704918032787	1.3442622950819672	0.0	0.918032786885246	1.8032786885245904	0.9836065573770492	1.2622950819672132	ENSXMAG00000026140
7.690058479532165	0.0	6.216374269005848	5.9181286549707615	6.508771929824562	9.286549707602338	4.666666666666667	0.0	4.181286549707602	3.6432748538011697	4.175438596491228	5.60233918128655	ENSXMAG00000004424
43.01541850220264	0.0	28.13215859030837	13.817180616740089	13.629955947136564	12.325991189427311	16.319383259911895	0.0	10.953744493392069	5.204845814977974	5.209251101321586	4.76431718061674	ENSXMAG00000018743
17.58513931888545	0.0	13.53250773993808	11.442724458204337	10.944272445820431	14.972136222910216	4.928792569659444	0.0	4.374613003095975	3.6780185758513935	3.5015479876160986	4.928792569659444	ENSXMAG00000018747
21.329608938547487	0.0	18.37430167597765	22.84916201117318	14.625698324022348	19.45810055865922	7.681564245810057	0.0	6.5083798882681565	8.128491620111731	5.290502793296088	7.044692737430168	ENSXMAG00000018776
0.5	0.0	2.0	1.5	0.0	1.5	0.5	0.0	1.5	1.5	0.0	1.5	ENSXMAG00000018831
6.168888888888889	0.0	5.084444444444443	6.088888888888889	2.0577777777777784	4.333333333333333	2.1155555555555554	0.0	1.8	2.24	0.7688888888888888	1.737777777777778	ENSXMAG00000018833
17.066666666666666	0.0	17.3	16.383333333333333	10.033333333333333	10.3	4.816666666666666	0.0	4.883333333333334	5.166666666666667	2.6166666666666667	3.35	ENSXMAG00000018837
22.535508637236084	0.0	18.595009596928985	18.157389635316697	14.38387715930902	14.733205374280232	8.115163147792707	0.0	6.63147792706334	6.5566218809980805	4.8982725527831095	5.404990403071016	ENSXMAG00000029782
19.45318352059925	0.0	18.05992509363296	20.262172284644198	14.823970037453186	17.63295880149813	10.202247191011237	0.0	9.247191011235957	10.363295880149813	7.629213483146068	8.760299625468164	ENSXMAG00000018875
20.941520467836252	0.0	16.245614035087723	20.88888888888889	13.64327485380117	22.052631578947373	6.345029239766082	0.0	5.087719298245614	6.4035087719298245	4.076023391812867	7.181286549707602	ENSXMAG00000018921
5.588709677419355	0.0	6.540322580645161	8.5	4.435483870967742	5.181451612903227	2.790322580645161	0.0	3.548387096774193	4.270161290322581	2.161290322580645	2.3830645161290325	ENSXMAG00000018928
7.3125	0.0	6.9625	5.4125	5.054166666666666	4.6375	2.5416666666666665	0.0	2.6416666666666666	2.175	1.725	1.5958333333333334	ENSXMAG00000018950
8.904761904761905	0.0	6.5773809523809526	4.553571428571429	5.4642857142857135	4.773809523809524	2.75	0.0	2.0595238095238093	1.5238095238095235	1.5952380952380951	1.3928571428571428	ENSXMAG00000029415
9.639639639639642	0.0	8.783783783783784	11.423423423423426	9.432432432432432	10.144144144144144	3.936936936936937	0.0	3.6306306306306313	4.756756756756757	3.6486486486486487	3.7207207207207214	ENSXMAG00000019424
13.590909090909092	0.0	9.833333333333334	14.484848484848484	13.075757575757574	14.06060606060606	5.575757575757576	0.0	3.954545454545455	6.075757575757576	4.893939393939394	5.0606060606060606	ENSXMAG00000022593
4.0873786407766985	0.0	4.155339805825243	4.9611650485436884	1.766990291262136	2.4854368932038837	1.2718446601941749	0.0	1.83495145631068	1.8446601941747571	0.5825242718446602	1.058252427184466	ENSXMAG00000024119
4.014705882352942	0.0	2.9044117647058822	3.4117647058823533	2.485294117647059	2.3455882352941178	1.5441176470588236	0.0	1.2426470588235294	1.2352941176470589	0.9852941176470588	0.8676470588235294	ENSXMAG00000018960
11.648578811369507	0.0	11.118863049095607	11.418604651162793	9.69767441860465	11.757105943152453	5.002583979328167	0.0	4.997416020671833	4.8242894056847545	4.178294573643411	4.968992248062016	ENSXMAG00000018970
12.797297297297295	0.0	7.804054054054054	10.324324324324325	7.756756756756758	14.506756756756756	4.006756756756757	0.0	2.5945945945945947	3.0878378378378377	2.195945945945946	4.1824324324324325	ENSXMAG00000018971
7.152380952380952	0.0	4.609523809523808	4.047619047619048	2.5428571428571427	5.8761904761904775	1.238095238095238	0.0	1.0	0.8095238095238095	0.5142857142857142	1.0857142857142856	ENSXMAG00000021468
99.675	0.0	85.35	83.95	43.65	78.325	30.625	0.0	30.925	27.225	14.1	25.35	ENSXMAG00000020306
12.376963350785338	0.0	11.762652705061086	10.55497382198953	6.982547993019197	10.2478184991274	4.335078534031414	0.0	4.040139616055846	3.6823734729493887	2.5392670157068062	3.399650959860384	ENSXMAG00000001357
1.4285714285714286	0.0	2.571428571428572	1.7142857142857142	6.142857142857142	2.571428571428572	0.14285714285714285	0.0	0.42857142857142855	0.2857142857142857	0.8571428571428571	0.42857142857142855	ENSXMAG00000029871
												ENSXMAG00000021287
1.8585858585858583	0.0	3.1010101010101008	4.848484848484849	1.8686868686868687	2.0404040404040398	0.42424242424242425	0.0	0.6666666666666666	1.0606060606060606	0.4646464646464646	0.37373737373737376	ENSXMAG00000018992
7.6736401673640176	0.0	8.035564853556485	6.3263598326359824	6.7719665271966525	6.083682008368201	2.527196652719665	0.0	2.6150627615062763	1.9979079497907948	2.205020920502092	1.918410041841004	ENSXMAG00000019009
5.677290836653388	0.0	3.3944223107569718	4.944223107569722	2.3864541832669324	5.031872509960159	2.3266932270916336	0.0	1.4820717131474104	2.055776892430279	0.9601593625498008	2.191235059760956	ENSXMAG00000019010
19.84234234234234	0.0	12.283783783783786	12.018018018018019	12.256756756756756	18.918918918918923	8.436936936936936	0.0	5.274774774774776	4.8873873873873865	5.306306306306307	8.031531531531531	ENSXMAG00000019011
6.502994011976048	0.0	6.269461077844311	2.155688622754491	3.07185628742515	6.1497005988023945	2.317365269461078	0.0	2.568862275449102	0.8562874251497006	1.1796407185628743	2.311377245508982	ENSXMAG00000020869
3.6177884615384617	0.0	3.8629807692307687	3.2836538461538463	2.4278846153846154	3.5072115384615383	1.0697115384615383	0.0	1.2740384615384617	1.0456730769230769	0.6899038461538461	1.3293269230769231	ENSXMAG00000020825
3.4228723404255317	0.0	4.154255319148937	3.5877659574468086	2.3271276595744683	3.6675531914893615	1.0239361702127658	0.0	1.3484042553191489	1.1489361702127658	0.6675531914893617	1.4069148936170213	ENSXMAG00000019050
19.48076923076923	0.0	13.506410256410255	11.955128205128204	12.567307692307693	14.69551282051282	10.256410256410255	0.0	7.0	6.125	6.490384615384616	7.759615384615384	ENSXMAG00000019061
20.389121338912133	0.0	13.841004184100418	12.146443514644352	12.807531380753135	15.627615062761507	10.698744769874477	0.0	7.1715481171548126	6.343096234309622	6.560669456066946	8.209205020920503	ENSXMAG00000019095
1.5	0.0	2.0	2.5	0.5	1.5	1.5	0.0	2.0	2.0	0.0	1.0	ENSXMAG00000029036
8.698795180722891	0.0	8.385542168674696	7.0	6.795180722891566	11.216867469879515	4.518072289156627	0.0	3.734939759036144	3.5421686746987957	3.0120481927710845	5.867469879518072	ENSXMAG00000000076
4.391752577319588	0.0	0.9484536082474226	7.185567010309278	2.6391752577319587	8.8659793814433	2.4432989690721647	0.0	0.6701030927835051	3.9175257731958766	1.154639175257732	4.597938144329897	ENSXMAG00000024415
												ENSXMAG00000000090
13.785171102661595	0.0	14.680608365019012	9.956273764258556	9.79277566539924	14.954372623574145	6.332699619771862	0.0	6.872623574144487	4.67680608365019	4.4600760456273765	7.051330798479087	ENSXMAG00000000091
0.8	0.0	2.6	0.8	2.6	4.2	0.2	0.0	0.6	0.2	0.6	0.6	ENSXMAG00000029437
1.25	0.0	1.825	2.525	2.8	3.8	0.35	0.0	0.525	0.725	0.575	0.775	ENSXMAG00000000107
4.773841961852861	0.0	7.705722070844686	7.049046321525887	4.068119891008174	7.607629427792916	2.4414168937329705	0.0	3.607629427792916	3.2861035422343323	1.8991825613079016	3.5585831062670295	ENSXMAG00000000122
2.8470588235294123	0.0	3.1882352941176477	4.211764705882353	3.0823529411764707	2.588235294117647	0.6352941176470588	0.0	1.1647058823529413	0.976470588235294	0.7647058823529411	0.6	ENSXMAG00000009893
												ENSXMAG00000020840
8.495145631067961	0.0	8.04368932038835	3.1116504854368934	4.839805825242719	8.524271844660195	2.7815533980582523	0.0	2.684466019417476	1.0728155339805825	1.6067961165048543	2.7135922330097086	ENSXMAG00000009890
4.395833333333333	0.0	6.479166666666668	7.0	3.375	4.729166666666667	2.3125	0.0	3.583333333333333	3.75	1.8333333333333333	2.520833333333333	ENSXMAG00000009869
71.0909090909091	0.0	72.61818181818181	83.06818181818181	44.28181818181818	75.80454545454545	23.213636363636365	0.0	25.15909090909091	26.95909090909091	14.377272727272727	25.063636363636366	ENSXMAG00000009861
2.510948905109489	0.0	2.0145985401459856	2.56934306569343	3.452554744525548	3.408759124087591	0.8321167883211679	0.0	0.7737226277372263	0.9051094890510948	1.0656934306569343	1.0	ENSXMAG00000000127
												ENSXMAG00000000130
												ENSXMAG00000023095
5.25	0.0	4.0	1.125	0.375	2.875	0.75	0.0	0.5	0.25	0.125	0.375	ENSXMAG00000008784
18.46875	0.0	11.59375	10.5625	9.40625	10.1875	3.21875	0.0	2.46875	1.5	1.84375	1.5625	ENSXMAG00000019533
5.205882352941177	0.0	2.323529411764706	2.264705882352941	2.9705882352941178	3.5882352941176467	1.6176470588235294	0.0	0.6470588235294118	0.6470588235294118	0.9411764705882352	1.1470588235294117	ENSXMAG00000008777
10.543837357052096	0.0	10.163913595933927	10.016518424396443	6.088945362134688	6.409148665819568	4.216010165184244	0.0	4.055908513341803	4.013977128335451	2.5959339263024144	2.569250317662008	ENSXMAG00000019044
28.57959183673469	0.0	10.2734693877551	6.073469387755103	21.546938775510203	15.481632653061226	12.844897959183676	0.0	5.004081632653062	2.706122448979592	9.636734693877553	7.404081632653061	ENSXMAG00000019043
11.855371900826444	0.0	6.723140495867769	5.723140495867769	5.6735537190082646	7.392561983471074	6.520661157024794	0.0	3.7520661157024793	3.057851239669421	3.0743801652892566	3.921487603305785	ENSXMAG00000019041
9.129770992366412	0.0	5.282442748091603	4.030534351145038	3.755725190839695	4.519083969465648	5.244274809160307	0.0	3.2213740458015265	2.145038167938931	2.0076335877862594	2.5877862595419847	ENSXMAG00000019435
11.76678445229682	0.0	11.406360424028268	13.282685512367491	8.109540636042404	9.0	5.088339222614841	0.0	4.946996466431095	5.717314487632509	3.3392226148409896	3.985865724381625	ENSXMAG00000019008
3.7083333333333335	0.0	0.025	2.158333333333333	1.075	4.075	1.4333333333333331	0.0	0.016666666666666666	1.075	0.38333333333333336	1.7333333333333334	ENSXMAG00000019002
												ENSXMAG00000024688
3.3571428571428568	0.0	4.785714285714286	3.7857142857142856	1.6428571428571428	2.380952380952381	2.571428571428572	0.0	3.4285714285714284	3.095238095238096	1.119047619047619	2.0	ENSXMAG00000010788
2.074468085106383	0.0	2.904255319148936	2.4042553191489358	1.3297872340425532	3.7127659574468086	0.7978723404255319	0.0	1.3510638297872342	1.3510638297872342	0.6170212765957447	1.893617021276596	ENSXMAG00000023350
453.7515527950311	0.0	213.44720496894408	169.34161490683232	357.83850931677017	151.57142857142858	278.64596273291926	0.0	141.3726708074534	107.46583850931677	223.17391304347825	99.93167701863355	ENSXMAG00000022346
222.5326086956522	0.0	102.6213768115942	80.58061594202898	170.74728260869566	71.99365942028986	115.51358695652172	0.0	56.20289855072464	42.15307971014493	88.96286231884058	38.95199275362319	ENSXMAG00000007350
6.846153846153847	0.0	13.43006993006993	11.0	2.86013986013986	24.86713286713287	2.863636363636364	0.0	6.814685314685315	5.503496503496502	1.5139860139860142	11.72027972027972	ENSXMAG00000007346
7.245360824742267	0.0	3.7546391752577315	2.878350515463917	4.8907216494845365	5.752577319587629	3.9402061855670105	0.0	2.0989690721649485	1.6597938144329898	2.8103092783505152	3.154639175257732	ENSXMAG00000007344
3.156862745098038	0.0	1.03921568627451	3.2352941176470584	2.0588235294117645	3.5686274509803924	1.7843137254901962	0.0	0.5686274509803921	2.2549019607843137	1.2156862745098038	1.5882352941176472	ENSXMAG00000001587
												ENSXMAG00000001586
177.3604651162791	0.0	64.74031007751938	94.36434108527132	191.9922480620155	229.86821705426362	112.72093023255816	0.0	39.95736434108528	57.33333333333334	116.11627906976744	145.80232558139534	ENSXMAG00000001584
3.688888888888889	0.0	4.791111111111111	3.4977777777777783	4.035555555555557	5.911111111111111	2.0	0.0	3.3777777777777778	3.311111111111111	2.5111111111111106	3.755555555555556	ENSXMAG00000001583
5.6390532544378695	0.0	8.343195266272192	6.568047337278108	5.491124260355028	4.319526627218935	2.976331360946745	0.0	4.1301775147929005	3.21301775147929	2.502958579881657	1.9289940828402368	ENSXMAG00000013686
4.203125	0.0	4.4375	4.4921875	3.0234375	4.2578125	1.4140625	0.0	1.4609375	1.5546875	1.0625	1.7109375	ENSXMAG00000024647
3.315315315315315	0.0	4.468468468468467	4.864864864864865	2.189189189189189	3.6666666666666665	1.108108108108108	0.0	1.3873873873873874	1.4594594594594594	0.8198198198198198	0.981981981981982	ENSXMAG00000024895
2.677419354838709	0.0	3.9032258064516134	2.7419354838709675	1.0	2.7419354838709675	0.6774193548387096	0.0	0.9032258064516128	0.6129032258064516	0.2903225806451613	0.7419354838709677	ENSXMAG00000008527
												ENSXMAG00000026494
