INDV	O(HOM)	E(HOM)	N_SITES	F	chr
reticulata_M_J019_Quare_high	257376	246503.2	350543	0.10451	chr13
reticulata_M_J020_Quare_high	251919	245588.4	349218	0.06109	chr13
reticulata_M_J032_Aripo_low	247608	246951.8	351192	0.00630	chr13
reticulata_M_J033_Aripo_low	266292	246103.3	350021	0.19428	chr13
reticulata_M_J034_Aripo_low	280101	245256.3	348772	0.33661	chr13
reticulata_M_J035_Aripo_low	276099	245356.9	348927	0.29682	chr13
reticulata_M_J041_Yarra_high	257896	246205.7	350140	0.11248	chr13
reticulata_M_J042_Yarra_high	267350	245975.3	349825	0.20582	chr13
reticulata_M_J043_Yarra_high	257921	244694.8	347959	0.12808	chr13
reticulata_M_J044_Yarra_high	264577	243762.5	346580	0.20244	chr13
reticulata_M_J051_Quare_low	299751	243615.4	346369	0.54631	chr13
reticulata_M_J052_Quare_low	300219	244710.8	347961	0.53761	chr13
reticulata_M_J053_Quare_low	301003	244186.4	347186	0.55162	chr13
reticulata_M_J054_Quare_low	298754	245788.1	349532	0.51054	chr13
reticulata_F_04_lab	238327	239652.4	344366	-0.01266	chr14
reticulata_F_07_lab	239637	240079.3	345011	-0.00421	chr14
reticulata_M_08_lab	254790	239240.5	343799	0.14872	chr14
reticulata_M_11_lab	244946	239702.1	344485	0.05005	chr14
reticulata_M_J001_Aripo_high	239036	238814.1	343161	0.00213	chr14
reticulata_M_J003_Aripo_high	251522	237035.4	340534	0.13997	chr14
reticulata_M_J004_Aripo_high	245197	237956.0	341895	0.06967	chr14
reticulata_M_J005_Aripo_high	247237	238889.4	343239	0.08000	chr14
reticulata_M_J012_Yarra_low	277839	236825.3	340249	0.39656	chr14
reticulata_M_J013_Yarra_low	258127	238861.8	343260	0.18454	chr14
reticulata_M_J014_Yarra_low	238291	236702.2	340023	0.01538	chr14
reticulata_M_J015_Yarra_low	246220	236227.0	339337	0.09692	chr14
reticulata_M_J016_Quare_high	240518	238298.0	342339	0.02134	chr14
reticulata_M_J017_Quare_high	245407	238174.5	342158	0.06955	chr14
reticulata_M_J019_Quare_high	243697	238629.6	342860	0.04862	chr14
reticulata_M_J020_Quare_high	244626	237559.0	341301	0.06812	chr14
reticulata_M_J032_Aripo_low	263920	238854.2	343235	0.24014	chr14
reticulata_M_J033_Aripo_low	273708	237853.0	341749	0.34510	chr14
reticulata_M_J034_Aripo_low	265614	237948.2	341909	0.26612	chr14
reticulata_M_J035_Aripo_low	272242	237658.1	341490	0.33308	chr14
reticulata_M_J041_Yarra_high	252540	238332.0	342413	0.13651	chr14
reticulata_M_J042_Yarra_high	253086	238263.1	342403	0.14234	chr14
reticulata_M_J043_Yarra_high	248467	236248.0	339411	0.11844	chr14
reticulata_M_J044_Yarra_high	249060	236932.4	340436	0.11717	chr14
reticulata_M_J051_Quare_low	274563	235958.7	338970	0.37476	chr14
reticulata_M_J052_Quare_low	273450	237712.1	341528	0.34424	chr14
reticulata_M_J053_Quare_low	274759	236918.3	340343	0.36588	chr14
reticulata_M_J054_Quare_low	273549	238837.8	343182	0.33266	chr14
reticulata_F_04_lab	212505	202901.9	290570	0.10954	chr15
reticulata_F_07_lab	211638	203117.4	290896	0.09707	chr15
reticulata_M_08_lab	212095	202979.6	290695	0.10392	chr15
reticulata_M_11_lab	216129	203000.8	290722	0.14966	chr15
reticulata_M_J001_Aripo_high	213889	202186.4	289546	0.13396	chr15
reticulata_M_J003_Aripo_high	212672	201531.7	288571	0.12799	chr15
reticulata_M_J004_Aripo_high	216273	201604.4	288670	0.16848	chr15
reticulata_M_J005_Aripo_high	215383	202370.5	289826	0.14879	chr15
reticulata_M_J012_Yarra_low	247307	201933.9	289193	0.51998	chr15
reticulata_M_J013_Yarra_low	253883	201635.2	288753	0.59974	chr15
reticulata_M_J014_Yarra_low	247762	200652.4	287351	0.54337	chr15
reticulata_M_J015_Yarra_low	234485	200777.4	287504	0.38867	chr15
reticulata_M_J016_Quare_high	213821	202541.1	290056	0.12889	chr15
reticulata_M_J017_Quare_high	211400	202207.5	289546	0.10525	chr15
reticulata_M_J019_Quare_high	209585	202573.5	290083	0.08012	chr15
reticulata_M_J020_Quare_high	211681	201817.6	288980	0.11316	chr15
reticulata_M_J032_Aripo_low	220995	202505.6	289995	0.21133	chr15
reticulata_M_J033_Aripo_low	238018	201651.2	288745	0.41756	chr15
reticulata_M_J034_Aripo_low	252758	201243.4	288182	0.59254	chr15
reticulata_M_J035_Aripo_low	249954	201097.9	287966	0.56242	chr15
reticulata_M_J041_Yarra_high	216603	202307.5	289720	0.16354	chr15
reticulata_M_J042_Yarra_high	222987	202013.9	289295	0.24029	chr15
reticulata_M_J043_Yarra_high	210831	201067.8	287913	0.11242	chr15
reticulata_M_J044_Yarra_high	216337	201060.7	287923	0.17587	chr15
reticulata_M_J051_Quare_low	250095	200325.1	286802	0.57553	chr15
reticulata_M_J052_Quare_low	255703	201431.4	288441	0.62374	chr15
reticulata_M_J053_Quare_low	249767	200994.6	287799	0.56187	chr15
reticulata_M_J054_Quare_low	257800	202016.4	289290	0.63918	chr15
reticulata_F_04_lab	239921	224271.7	319415	0.16448	chr16
reticulata_F_07_lab	245176	224494.8	319759	0.21709	chr16
reticulata_M_08_lab	242140	224424.3	319635	0.18607	chr16
reticulata_M_11_lab	240999	224433.3	319646	0.17399	chr16
reticulata_M_J001_Aripo_high	231901	224014.5	319090	0.08295	chr16
reticulata_M_J003_Aripo_high	237623	222908.7	317489	0.15558	chr16
reticulata_M_J004_Aripo_high	229399	223484.7	318284	0.06239	chr16
reticulata_M_J005_Aripo_high	226670	224440.7	319684	0.02341	chr16
reticulata_M_J012_Yarra_low	224534	224200.3	319360	0.00351	chr16
reticulata_M_J013_Yarra_low	257954	223802.5	318781	0.35957	chr16
reticulata_M_J014_Yarra_low	277920	222382.1	316697	0.58886	chr16
reticulata_M_J015_Yarra_low	230090	222814.1	317332	0.07698	chr16
reticulata_M_J016_Quare_high	233315	224064.8	319141	0.09729	chr16
reticulata_M_J017_Quare_high	237905	223737.1	318633	0.14930	chr16
reticulata_M_J019_Quare_high	231925	224105.2	319189	0.08224	chr16
reticulata_M_J020_Quare_high	234110	223296.9	317977	0.11421	chr16
reticulata_M_J032_Aripo_low	245317	224152.0	319276	0.22250	chr16
reticulata_M_J033_Aripo_low	261827	223198.0	317916	0.40783	chr16
reticulata_M_J034_Aripo_low	241491	223534.1	318402	0.18928	chr16
reticulata_M_J035_Aripo_low	263067	222677.0	317153	0.42752	chr16
reticulata_M_J041_Yarra_high	236514	224204.6	319354	0.12937	chr16
reticulata_M_J042_Yarra_high	232753	223982.2	319042	0.09227	chr16
reticulata_M_J043_Yarra_high	241760	222589.8	317003	0.20305	chr16
reticulata_M_J044_Yarra_high	233318	223072.2	317694	0.10828	chr16
reticulata_M_J051_Quare_low	262438	222169.3	316356	0.42754	chr16
reticulata_M_J052_Quare_low	269415	223349.3	318100	0.48618	chr16
reticulata_M_J053_Quare_low	277296	222546.2	316928	0.58009	chr16
reticulata_M_J054_Quare_low	271270	223837.9	318814	0.49941	chr16
reticulata_F_04_lab	172249	159962.5	230072	0.17525	chr17
reticulata_F_07_lab	171328	160117.0	230298	0.15974	chr17
reticulata_M_08_lab	183670	159879.4	229950	0.33952	chr17
reticulata_M_11_lab	169619	159983.7	230088	0.13744	chr17
reticulata_M_J001_Aripo_high	173431	159285.1	229085	0.20266	chr17
reticulata_M_J003_Aripo_high	171110	158766.2	228305	0.17751	chr17
reticulata_M_J004_Aripo_high	169983	158867.6	228462	0.15972	chr17
reticulata_M_J005_Aripo_high	175429	159602.9	229546	0.22627	chr17
reticulata_M_J012_Yarra_low	165385	159879.4	229955	0.07857	chr17
reticulata_M_J013_Yarra_low	165686	159869.3	229944	0.08301	chr17
reticulata_M_J014_Yarra_low	154885	159252.4	229015	-0.06260	chr17
reticulata_M_J015_Yarra_low	191955	158155.6	227425	0.48794	chr17
reticulata_M_J016_Quare_high	169787	159743.3	229740	0.14349	chr17
reticulata_M_J017_Quare_high	167400	159517.6	229414	0.11277	chr17
reticulata_M_J019_Quare_high	165203	159647.4	229574	0.07945	chr17
reticulata_M_J020_Quare_high	166893	159098.7	228799	0.11183	chr17
reticulata_M_J032_Aripo_low	185722	159523.4	229419	0.37482	chr17
reticulata_M_J033_Aripo_low	179636	159202.6	228940	0.29301	chr17
reticulata_M_J034_Aripo_low	194699	158689.6	228178	0.51821	chr17
reticulata_M_J035_Aripo_low	196885	158544.6	227961	0.55232	chr17
reticulata_M_J041_Yarra_high	168181	159606.7	229542	0.12260	chr17
reticulata_M_J042_Yarra_high	170631	159444.4	229307	0.16012	chr17
reticulata_M_J043_Yarra_high	174292	158341.5	227675	0.23005	chr17
reticulata_M_J044_Yarra_high	165112	158709.2	228221	0.09211	chr17
reticulata_M_J051_Quare_low	192563	158214.8	227505	0.49572	chr17
reticulata_M_J052_Quare_low	198290	158966.2	228616	0.56459	chr17
reticulata_M_J053_Quare_low	196222	158603.6	228072	0.54152	chr17
reticulata_M_J054_Quare_low	195815	159540.8	229454	0.51885	chr17
reticulata_F_04_lab	281701	276036.6	395519	0.04741	chr18
reticulata_F_07_lab	284519	276315.0	395926	0.06859	chr18
reticulata_M_08_lab	287864	276023.1	395509	0.09910	chr18
reticulata_M_11_lab	288549	276068.6	395558	0.10445	chr18
reticulata_M_J001_Aripo_high	286436	275189.3	394289	0.09443	chr18
reticulata_M_J003_Aripo_high	286677	274390.9	393106	0.10349	chr18
reticulata_M_J004_Aripo_high	280820	274648.7	393523	0.05191	chr18
reticulata_M_J005_Aripo_high	281443	275604.3	394886	0.04895	chr18
reticulata_M_J012_Yarra_low	327532	274623.4	393496	0.44509	chr18
reticulata_M_J013_Yarra_low	339864	274364.2	393110	0.55160	chr18
reticulata_M_J014_Yarra_low	337844	273070.0	391241	0.54814	chr18
reticulata_M_J015_Yarra_low	305226	273452.3	391753	0.26858	chr18
reticulata_M_J016_Quare_high	282595	275578.9	394867	0.05882	chr18
reticulata_M_J017_Quare_high	286073	275129.2	394184	0.09192	chr18
reticulata_M_J019_Quare_high	287352	275495.6	394728	0.09944	chr18
reticulata_M_J020_Quare_high	279946	274650.8	393516	0.04455	chr18
reticulata_M_J032_Aripo_low	323166	275037.3	394089	0.40427	chr18
reticulata_M_J033_Aripo_low	303991	274664.0	393531	0.24672	chr18
reticulata_M_J034_Aripo_low	328226	273937.1	392507	0.45786	chr18
reticulata_M_J035_Aripo_low	310006	274123.3	392737	0.30252	chr18
reticulata_M_J041_Yarra_high	288598	275413.7	394654	0.11057	chr18
reticulata_M_J042_Yarra_high	287802	275046.0	394078	0.10716	chr18
reticulata_M_J043_Yarra_high	292001	273243.7	391475	0.15865	chr18
reticulata_M_J044_Yarra_high	291176	273573.3	391921	0.14874	chr18
reticulata_M_J051_Quare_low	322505	272935.4	391006	0.41983	chr18
reticulata_M_J052_Quare_low	326019	274436.4	393189	0.43437	chr18
reticulata_M_J053_Quare_low	321904	273916.7	392424	0.40493	chr18
reticulata_M_J054_Quare_low	334609	274925.9	393889	0.50169	chr18
reticulata_F_04_lab	240195	226203.7	323319	0.14407	chr19
reticulata_F_07_lab	234099	226315.9	323475	0.08011	chr19
reticulata_M_08_lab	244761	226057.3	323105	0.19273	chr19
reticulata_M_11_lab	237199	226268.8	323401	0.11253	chr19
reticulata_M_J001_Aripo_high	237555	225472.4	322253	0.12485	chr19
reticulata_M_J003_Aripo_high	236193	224893.4	321399	0.11709	chr19
reticulata_M_J004_Aripo_high	230453	225058.6	321657	0.05584	chr19
reticulata_M_J005_Aripo_high	241487	225768.7	322681	0.16219	chr19
reticulata_M_J012_Yarra_low	254349	225436.0	322209	0.29877	chr19
reticulata_M_J013_Yarra_low	280862	225051.8	321652	0.57774	chr19
reticulata_M_J014_Yarra_low	247104	224668.7	321081	0.23270	chr19
reticulata_M_J015_Yarra_low	219433	224874.0	321387	-0.05638	chr19
reticulata_M_J016_Quare_high	234801	225827.8	322767	0.09256	chr19
reticulata_M_J017_Quare_high	237023	225522.5	322299	0.11884	chr19
reticulata_M_J019_Quare_high	236672	225726.1	322618	0.11297	chr19
reticulata_M_J020_Quare_high	233808	224959.1	321505	0.09165	chr19
reticulata_M_J032_Aripo_low	260383	225513.9	322327	0.36017	chr19
reticulata_M_J033_Aripo_low	262519	225105.2	321723	0.38723	chr19
reticulata_M_J034_Aripo_low	259297	225035.8	321641	0.35465	chr19
reticulata_M_J035_Aripo_low	272747	224483.0	320831	0.50093	chr19
reticulata_M_J041_Yarra_high	233722	225896.8	322870	0.08069	chr19
reticulata_M_J042_Yarra_high	240567	225577.0	322425	0.15478	chr19
reticulata_M_J043_Yarra_high	242106	224322.6	320583	0.18474	chr19
reticulata_M_J044_Yarra_high	239235	224475.9	320796	0.15323	chr19
reticulata_M_J051_Quare_low	268653	223752.4	319766	0.46765	chr19
reticulata_M_J052_Quare_low	276322	224945.9	321478	0.53222	chr19
reticulata_M_J053_Quare_low	277765	224326.3	320577	0.55520	chr19
reticulata_M_J054_Quare_low	271953	225626.6	322479	0.47832	chr19
reticulata_F_04_lab	279242	270451.1	385669	0.07630	chr1
reticulata_F_07_lab	282262	270745.3	386125	0.09982	chr1
reticulata_M_08_lab	293410	270494.4	385750	0.19882	chr1
reticulata_M_11_lab	279735	270695.2	386050	0.07837	chr1
reticulata_M_J001_Aripo_high	280649	269660.0	384493	0.09570	chr1
reticulata_M_J003_Aripo_high	283691	268959.1	383493	0.12862	chr1
reticulata_M_J004_Aripo_high	280135	269019.7	383581	0.09703	chr1
reticulata_M_J005_Aripo_high	284576	269914.4	384890	0.12752	chr1
reticulata_M_J012_Yarra_low	287961	269843.5	384793	0.15761	chr1
reticulata_M_J013_Yarra_low	331299	269101.7	383724	0.54263	chr1
reticulata_M_J014_Yarra_low	316548	268191.3	382390	0.42344	chr1
reticulata_M_J015_Yarra_low	314226	267658.6	381646	0.40853	chr1
reticulata_M_J016_Quare_high	276251	270142.9	385231	0.05307	chr1
reticulata_M_J017_Quare_high	280283	269935.3	384937	0.08998	chr1
reticulata_M_J019_Quare_high	276767	270131.6	385182	0.05767	chr1
reticulata_M_J020_Quare_high	282190	269378.9	384112	0.11166	chr1
reticulata_M_J032_Aripo_low	324668	269418.5	384201	0.48134	chr1
reticulata_M_J033_Aripo_low	316844	268935.2	383465	0.41831	chr1
reticulata_M_J034_Aripo_low	315290	268831.4	383321	0.40579	chr1
reticulata_M_J035_Aripo_low	317148	268404.1	382721	0.42639	chr1
reticulata_M_J041_Yarra_high	285408	269807.1	384760	0.13572	chr1
reticulata_M_J042_Yarra_high	287199	269410.4	384137	0.15505	chr1
reticulata_M_J043_Yarra_high	312090	267418.5	381236	0.39248	chr1
reticulata_M_J044_Yarra_high	293095	268176.8	382338	0.21827	chr1
reticulata_M_J051_Quare_low	319102	267494.6	381381	0.45315	chr1
reticulata_M_J052_Quare_low	308431	269093.7	383706	0.34322	chr1
reticulata_M_J053_Quare_low	310939	268640.8	383073	0.36964	chr1
reticulata_M_J054_Quare_low	314439	269658.9	384510	0.38990	chr1
reticulata_F_04_lab	294081	278468.2	396250	0.13256	chr20
reticulata_F_07_lab	293208	278763.0	396685	0.12250	chr20
reticulata_M_08_lab	303066	278514.9	396307	0.20843	chr20
reticulata_M_11_lab	293130	278596.7	396414	0.12335	chr20
reticulata_M_J001_Aripo_high	288635	277830.3	395328	0.09196	chr20
reticulata_M_J003_Aripo_high	288918	277119.4	394245	0.10073	chr20
reticulata_M_J004_Aripo_high	293390	277035.2	394142	0.13966	chr20
reticulata_M_J005_Aripo_high	287194	278169.6	395802	0.07672	chr20
reticulata_M_J012_Yarra_low	278082	278064.9	395656	0.00015	chr20
reticulata_M_J013_Yarra_low	284192	278062.5	395639	0.05213	chr20
reticulata_M_J014_Yarra_low	298174	276757.1	393748	0.18306	chr20
reticulata_M_J015_Yarra_low	323336	275982.2	392651	0.40588	chr20
reticulata_M_J016_Quare_high	289946	277975.9	395523	0.10183	chr20
reticulata_M_J017_Quare_high	292185	277699.5	395106	0.12338	chr20
reticulata_M_J019_Quare_high	287706	278054.5	395624	0.08209	chr20
reticulata_M_J020_Quare_high	288079	277312.9	394528	0.09185	chr20
reticulata_M_J032_Aripo_low	332445	277409.6	394701	0.46922	chr20
reticulata_M_J033_Aripo_low	312550	277262.4	394503	0.30098	chr20
reticulata_M_J034_Aripo_low	325325	276909.0	394001	0.41349	chr20
reticulata_M_J035_Aripo_low	303637	277055.6	394221	0.22687	chr20
reticulata_M_J041_Yarra_high	294756	277907.6	395434	0.14336	chr20
reticulata_M_J042_Yarra_high	294965	277641.6	395047	0.14755	chr20
reticulata_M_J043_Yarra_high	292389	276378.7	393199	0.13705	chr20
reticulata_M_J044_Yarra_high	279746	276801.6	393813	0.02516	chr20
reticulata_M_J051_Quare_low	328552	275723.1	392235	0.45342	chr20
reticulata_M_J052_Quare_low	336181	276975.5	394094	0.50552	chr20
reticulata_M_J053_Quare_low	336053	276307.9	393101	0.51155	chr20
reticulata_M_J054_Quare_low	339197	277802.5	395275	0.52263	chr20
reticulata_F_04_lab	217126	208645.2	296697	0.09632	chr21
reticulata_F_07_lab	230721	208587.4	296602	0.25148	chr21
reticulata_M_08_lab	216967	208744.8	296823	0.09335	chr21
reticulata_M_11_lab	217576	208747.2	296820	0.10024	chr21
reticulata_M_J001_Aripo_high	216249	208165.8	296008	0.09202	chr21
reticulata_M_J003_Aripo_high	220791	207465.8	294966	0.15229	chr21
reticulata_M_J004_Aripo_high	217038	207559.5	295106	0.10827	chr21
reticulata_M_J005_Aripo_high	215794	208321.3	296216	0.08502	chr21
reticulata_M_J012_Yarra_low	229740	207900.8	295655	0.24887	chr21
reticulata_M_J013_Yarra_low	190417	208871.9	297019	-0.20936	chr21
reticulata_M_J014_Yarra_low	228995	206919.0	294173	0.25301	chr21
reticulata_M_J015_Yarra_low	251785	205847.2	292682	0.52903	chr21
reticulata_M_J016_Quare_high	218170	208123.6	295924	0.11442	chr21
reticulata_M_J017_Quare_high	216154	208052.5	295833	0.09229	chr21
reticulata_M_J019_Quare_high	214570	208354.5	296275	0.07069	chr21
reticulata_M_J020_Quare_high	213862	207568.3	295114	0.07189	chr21
reticulata_M_J032_Aripo_low	246108	207897.4	295628	0.43555	chr21
reticulata_M_J033_Aripo_low	222917	208057.3	295836	0.16929	chr21
reticulata_M_J034_Aripo_low	218368	207799.4	295445	0.12058	chr21
reticulata_M_J035_Aripo_low	234818	207343.7	294790	0.31418	chr21
reticulata_M_J041_Yarra_high	227814	207995.3	295786	0.22575	chr21
reticulata_M_J042_Yarra_high	237535	207592.9	295196	0.34179	chr21
reticulata_M_J043_Yarra_high	217423	206786.6	293980	0.12199	chr21
reticulata_M_J044_Yarra_high	225572	206855.9	294092	0.21455	chr21
reticulata_M_J051_Quare_low	250038	206180.2	293111	0.50451	chr21
reticulata_M_J052_Quare_low	254050	207209.5	294612	0.53592	chr21
reticulata_M_J053_Quare_low	248274	206779.8	293998	0.47575	chr21
reticulata_M_J054_Quare_low	248982	207913.3	295613	0.46829	chr21
reticulata_F_04_lab	278411	247329.1	350738	0.30057	chr22
reticulata_F_07_lab	256833	247866.8	351505	0.08651	chr22
reticulata_M_08_lab	264503	247564.7	351059	0.16366	chr22
reticulata_M_11_lab	278399	247279.4	350661	0.30102	chr22
reticulata_M_J001_Aripo_high	265590	246701.6	349792	0.18322	chr22
reticulata_M_J003_Aripo_high	249270	246468.7	349459	0.02720	chr22
reticulata_M_J004_Aripo_high	265129	246072.0	348895	0.18534	chr22
reticulata_M_J005_Aripo_high	258599	247234.0	350575	0.10998	chr22
reticulata_M_J012_Yarra_low	254195	247209.8	350530	0.06761	chr22
reticulata_M_J013_Yarra_low	275660	246664.3	349755	0.28126	chr22
reticulata_M_J014_Yarra_low	300420	245394.7	347919	0.53670	chr22
reticulata_M_J015_Yarra_low	283234	245174.6	347595	0.37160	chr22
reticulata_M_J016_Quare_high	261377	246992.5	350230	0.13933	chr22
reticulata_M_J017_Quare_high	249761	246967.6	350177	0.02707	chr22
reticulata_M_J019_Quare_high	261544	247124.3	350415	0.13960	chr22
reticulata_M_J020_Quare_high	262109	246357.6	349309	0.15300	chr22
reticulata_M_J032_Aripo_low	304004	246514.6	349546	0.55798	chr22
reticulata_M_J033_Aripo_low	272698	246545.1	349576	0.25384	chr22
reticulata_M_J034_Aripo_low	287462	246214.0	349112	0.40086	chr22
reticulata_M_J035_Aripo_low	293536	245885.8	348641	0.46373	chr22
reticulata_M_J041_Yarra_high	263797	247010.0	350246	0.16261	chr22
reticulata_M_J042_Yarra_high	261162	246885.5	350075	0.13835	chr22
reticulata_M_J043_Yarra_high	257056	245697.4	348339	0.11066	chr22
