	CHROM	BIN_START	BIN_END	N_VARIANTS	PI_all	PI_female	PI_male	MEAN_FST	SNP_COUNT_all	SNP_COUNT_female	SNP_COUNT_male	Dxy	pFemaleSpecific	pMaleSpecific	pSexSpecific	meanDiffA1	female_r2	male_r2
46	10	4600001	4700000	2171	0.00742932	0.00727179	0.00743743	-0.00044373	5166	1259	1732	NA	0.0	0.018970189701897015	0.018970189701897015	0.07264130490310076	0.1641529724034101	0.2649721851175207
47	10	4700001	4800000	1383	0.00419464	0.00390843	0.00419217	-0.018596500000000002	5845	686	1011	NA	0.00017108639863130882	0.011291702309666382	0.011462788708297693	0.0427577485797399	0.22651301598273565	0.3028575658250731
48	10	4800001	4900000	1603	0.00488809	0.004445	0.00486974	0.000683528	6155	715	1164	NA	0.00016246953696181962	0.01624695369618196	0.016409423233143785	0.051016738211382105	0.25055852027288883	0.3619850245237122
49	10	4900001	5000000	917	0.00250264	0.00200667	0.0025099	-0.0525544	3467	342	585	0.002495127870000007	0.0	0.012114219786558984	0.012114219786558984	0.04836165263916931	0.2781943094324793	0.37347150460209744
50	10	5000001	5100000	1521	0.0041018	0.00430586	0.00409214	-0.045921	4156	832	1095	NA	0.0	0.010343998075535241	0.010343998075535241	0.055362676950954336	0.1692927146806651	0.2481176584974519
51	10	5100001	5200000	1335	0.00371712	0.00319339	0.00372395	-0.040951999999999995	6270	588	937	NA	0.0	0.010685805422647528	0.010685805422647528	0.03883140407348243	0.2662430543752086	0.3423429977261461
52	10	5200001	5300000	1154	0.00341397	0.0026984	0.00337905	0.0210584	6004	491	813	NA	0.0016658337497917708	0.018657337997667837	0.020156588372480428	0.045131090165027504	0.4348773516056916	0.4938956123247849
53	10	5300001	5400000	1313	0.00405363	0.00330836	0.00404984	-0.014650100000000001	6221	620	966	NA	0.0	0.016396077800996625	0.016396077800996625	0.04353312898550725	0.3433733716809664	0.3827746125770797
54	10	5400001	5500000	1236	0.00361919	0.00285002	0.00362815	-0.0142994	6171	522	872	NA	0.0	0.016042780748663103	0.016042780748663103	0.04023234956154596	0.2621049836291359	0.3939157178159805
55	10	5500001	5600000	1325	0.00394055	0.00198668	0.00397371	-0.0006381269999999999	6039	390	931	NA	0.0	0.025832091405861898	0.025832091405861898	0.05005071800963615	0.4069872461961168	0.5424526723627322
56	10	5600001	5700000	1372	0.00418991	0.00370003	0.00418402	-0.0226604	5896	669	1044	NA	0.0	0.012042062415196744	0.012042062415196744	0.04592366978283	0.3027754945151647	0.3490373472223324
57	10	5700001	5800000	1426	0.00425224	0.0035417	0.0042555	-0.032755900000000004	6005	602	1034	NA	0.0	0.014654454621149044	0.014654454621149044	0.046374805133333336	0.24479956096275335	0.3616516381664303
58	10	5800001	5900000	1211	0.00358664	0.0032450000000000005	0.00357624	-0.034614599999999995	6030	588	884	NA	0.0001658374792703151	0.011442786069651741	0.011608623548922056	0.038778937668161435	0.2646607659655988	0.35252788355920256
59	10	5900001	6000000	1633	0.00470339	0.00313505	0.00472396	-0.0282834	6257	584	1187	NA	0.0	0.01774013105322039	0.01774013105322039	0.05380527733525272	0.4154538696944082	0.4497946193619075
60	10	6000001	6100000	1440	0.00432072	0.00364173	0.00432851	-0.0323139	6094	664	1094	NA	0.0	0.00853298326222514	0.00853298326222514	0.04433513339901478	0.3397688954580648	0.3452342209486788
61	10	6100001	6200000	1514	0.00434034	0.0027600000000000003	0.00436238	-0.0150364	6211	517	1072	NA	0.0	0.01819352761230076	0.01819352761230076	0.050393855899919286	0.4761442834955082	0.4758544255530272
62	10	6200001	6300000	1147	0.00348361	0.00298843	0.00346225	-0.0124147	5605	534	869	NA	0.0	0.01641098822689975	0.01641098822689975	0.044138660563882944	0.3214827893783743	0.4440417523650291
63	10	6300001	6400000	1660	0.00515492	0.00368176	0.00513192	0.0180237	6174	720	1239	NA	0.0	0.02753928397861656	0.02753928397861656	0.06277016845364185	0.4604525591830719	0.5294312668805607
64	10	6400001	6500000	1431	0.00434833	0.00318677	0.0043356	-0.000659941	5719	630	1064	NA	0.0	0.0227312467214548	0.0227312467214548	0.05591646646727657	0.4332852398831424	0.5553311515875272
65	10	6500001	6600000	1665	0.00532026	0.00485012	0.00531385	-0.028813	5537	880	1313	NA	0.0	0.016254289326350008	0.016254289326350008	0.057417057701357466	0.2520442392377209	0.3579915109372073
66	10	6600001	6700000	1682	0.00501043	0.00294002	0.00504595	-0.012944799999999998	5629	533	1225	NA	0.00035530289571860014	0.03286551785397051	0.033220820749689114	0.06477316348104646	0.34027001545593355	0.5215034732461832
67	10	6700001	6800000	1862	0.00577527	0.00492525	0.0057361	0.00813747	6592	914	1391	NA	0.0009101941747572817	0.021996359223300968	0.022906553398058253	0.061868596278292574	0.3742425222482066	0.4082211351427004
68	10	6800001	6900000	1665	0.00524879	0.00328675	0.00521617	0.0606151	5663	616	1249	NA	0.0001765848490199541	0.03937842133144976	0.03955500618046971	0.07461417995743172	0.4454643551331085	0.5913773804691572
69	10	6900001	7000000	1989	0.00617743	0.005325	0.00617685	-0.0165481	6000	957	1524	NA	0.0	0.0195	0.0195	0.06598463901502502	0.2745022244806489	0.35875388451940904
70	10	7000001	7100000	1703	0.0054337	0.00455849	0.00542247	-0.00194445	5159	832	1362	NA	0.0	0.027713178294573645	0.027713178294573645	0.07004187770651117	0.2696338644475449	0.42831039481599337
71	10	7100001	7200000	2074	0.00628875	0.00582353	0.00627659	-0.024499599999999996	5860	1091	1526	NA	0.0	0.017067759003242873	0.017067759003242873	0.06640038380935995	0.2675492211117871	0.3584236930365089
72	10	7200001	7300000	1610	0.00502499	0.00486004	0.00503099	-0.0303812	4884	866	1213	NA	0.0	0.008394758394758395	0.008394758394758395	0.05582453850409835	0.22200402144595216	0.277325334505222
73	10	7300001	7400000	1259	0.0035623000000000004	0.00311177	0.00354897	-0.018578599999999997	5170	565	827	NA	0.0001934235976789168	0.01160541586073501	0.011798839458413929	0.04682819299535603	0.34833345949580263	0.3686479016813102
74	10	7400001	7500000	1281	0.00356248	0.00322505	0.00354216	-0.00971369	5282	579	841	NA	0.0003786444528587656	0.01703900037864445	0.01741764483150322	0.047547199791587724	0.29643143612618805	0.4248489791777599
75	10	7500001	7600000	1144	0.00330687	0.00294515	0.00328132	-0.00456238	5082	559	754	NA	0.0	0.017316017316017316	0.017316017316017316	0.04654988868073359	0.31458466310237804	0.4457448885150511
76	10	7600001	7700000	1030	0.00299596	0.00273502	0.00297677	-0.00825809	5034	483	715	NA	0.0	0.010727056019070322	0.010727056019070322	0.04051476293720191	0.3158131755225425	0.43506995331795795
77	10	7700001	7800000	1171	0.00342995	0.00299338	0.00338136	0.026594200000000002	5607	563	807	NA	0.00017834849295523454	0.015337970394150168	0.015516318887105402	0.04808424101374263	0.4344176576712422	0.6054597579416362
78	10	7800001	7900000	1399	0.00409893	0.00299172	0.0040424	0.0354098	6059	572	957	NA	0.00016504373659019642	0.025581779171480443	0.025746822908070642	0.05606594958691341	0.5064172228561573	0.7261671496338837
79	10	7900001	8000000	1083	0.0031921	0.00277674	0.00319412	-0.0303543	4916	525	764	NA	0.0	0.009357200976403579	0.009357200976403579	0.04219216691805952	0.23333432094927475	0.3457163343505539
80	10	8000001	8100000	1273	0.00366573	0.00359506	0.00364801	-0.019590700000000003	5704	649	839	0.003818102381999996	0.0	0.00929172510518934	0.00929172510518934	0.0392091792601683	0.2545991388435943	0.3162219718083125
81	10	8100001	8200000	1106	0.00317346	0.00322175	0.00312813	0.00654722	5291	586	724	NA	0.0	0.011718011718011718	0.011718011718011718	0.0432525753214826	0.3322455361209975	0.4283875638764928
82	10	8200001	8300000	1153	0.00338296	0.00333836	0.00333337	0.028704900000000002	6084	590	771	NA	0.0	0.01134122287968442	0.01134122287968442	0.04149788962512331	0.3303128843501844	0.4697436185240492
83	10	8300001	8400000	1193	0.00363103	0.00245842	0.00360957	0.037283699999999996	6070	444	836	NA	0.0	0.020757825370675453	0.020757825370675453	0.04879355185612936	0.4619683178422206	0.597904529014915
84	10	8400001	8500000	1043	0.00297787	0.00246669	0.00295206	0.0121072	5421	439	689	NA	0.0007378712414683637	0.01512636045010146	0.015864231691569818	0.04155368586474501	0.33665304379569744	0.5247293894242407
85	10	8500001	8600000	1020	0.00289121	0.00212	0.00287251	0.0160122	5231	395	701	NA	0.0003823360734085261	0.019499139743834833	0.019881475817243355	0.04321963032332121	0.43738243519674536	0.5970385357071741
86	10	8600001	8700000	1245	0.0035536	0.00267836	0.00355098	-0.013390700000000002	5962	511	854	NA	0.0	0.016602381351668624	0.016602381351668624	0.04211782473498233	0.35305613395942914	0.5029073327282432
87	10	8700001	8800000	1169	0.00309688	0.00263675	0.00309857	-0.034598000000000004	5486	480	737	NA	0.0	0.009662716499544213	0.009662716499544213	0.037458003155207004	0.31315271709839265	0.3806615666066738
88	10	8800001	8900000	868	0.00240009	0.00209667	0.00238351	-0.00328653	5111	374	574	NA	0.0	0.010565447074936413	0.010565447074936413	0.03390044709336465	0.3590327763767225	0.4477247629900631
89	10	8900001	9000000	974	0.00257977	0.00238669	0.00257256	-0.0235107	5283	437	565	NA	0.0003785727806170736	0.007192882831724399	0.007571455612341473	0.03275045892045455	0.2504713648990091	0.3697579450727773
90	10	9000001	9100000	825	0.00231882	0.00172168	0.0023298999999999998	-0.028355599999999998	4620	296	563	0.002282779454000003	0.00021645021645021642	0.010822510822510822	0.011038961038961041	0.033634345822510826	0.29539448893655545	0.402271725292404
91	10	9100001	9200000	962	0.00265948	0.00176006	0.00264161	0.0353098	5200	336	673	NA	0.000576923076923077	0.017115384615384616	0.01769230769230769	0.0430838487616099	0.6140355645142204	0.5236553425286814
92	10	9200001	9300000	546	0.00142366	0.00104833	0.00142892	-0.0337275	2449	203	332	NA	0.0	0.007758268681094325	0.007758268681094325	0.03936388508377605	0.4363290358300619	0.38993590299623
93	10	9300001	9400000	846	0.00233913	0.00239504	0.00230764	-0.010792399999999999	4156	441	561	NA	0.0	0.009143407122232916	0.009143407122232916	0.03949717861271677	0.329293157189199	0.4412410812486365
94	10	9400001	9500000	1838	0.00551474	0.00592005	0.005526	-0.0572689	6463	1033	1266	NA	0.0	0.0030945381401825773	0.0030945381401825773	0.036999541976455996	0.13476432842640645	0.198011019738363
95	10	9500001	9600000	1305	0.00384942	0.00359176	0.00385289	-0.054143100000000006	5678	656	973	NA	0.0	0.010038746037337093	0.010038746037337093	0.039585375004406835	0.23802951320526114	0.3047731737124117
96	10	9600001	9700000	1385	0.00425967	0.00458	0.00426691	-0.0682837	5601	818	992	NA	0.0	0.002678093197643278	0.002678093197643278	0.03305445153571429	0.13457106416829573	0.195238047281067
97	10	9700001	9800000	1299	0.00366621	0.00323169	0.00370335	-0.07828819999999999	5775	592	870	0.0034644040789999914	0.0	0.002597402597402597	0.002597402597402597	0.03263725991341992	0.18273705700983034	0.21259151363711845
98	10	9800001	9900000	1269	0.00348541	0.00401003	0.0034576	-0.029687099999999998	5634	741	790	NA	0.0	0.003194888178913738	0.003194888178913738	0.03454512575031078	0.18901626479022987	0.22984033793760644
99	10	9900001	10000000	1285	0.00343065	0.00378336	0.00343169	-0.0784025	5831	693	792	0.003448296471999993	0.0	0.0020579660435602813	0.0020579660435602813	0.02727674198250729	0.13324310388064595	0.18119152655646206
100	10	10000001	10100000	1503	0.00448455	0.00506	0.00447753	-0.0645728	5820	915	1082	NA	0.0	0.002061855670103093	0.002061855670103093	0.0342085309675202	0.14536952344398865	0.18145599961456546
101	10	10100001	10200000	1423	0.00429818	0.00438007	0.00429021	-0.031644	5818	781	1029	NA	0.0	0.005156411137848058	0.005156411137848058	0.041223169539043696	0.21483441355921032	0.2713051197072901
102	10	10200001	10300000	727	0.00207216	0.00221833	0.00206562	-0.033682300000000005	5208	403	486	0.002128825028000002	0.0	0.0011518525628719525	0.0011518525628719525	0.02118935997312344	0.1882220495011813	0.2236656998544385
103	10	10300001	10400000	1250	0.00362349	0.0037634	0.00361574	-0.0360232	5479	678	847	NA	0.0	0.004563709382986492	0.004563709382986492	0.03645438648648649	0.21059456374955746	0.2656371731572956
104	10	10400001	10500000	1060	0.00326381	0.00335667	0.00325081	-0.0348422	4987	590	792	0.0033790939804999947	0.0	0.004611991177060357	0.004611991177060357	0.03625772055343894	0.2597362632977169	0.3225309680845179
105	10	10500001	10600000	966	0.00261099	0.00242333	0.00262537	-0.06428969999999999	5284	446	623	0.002546115129500007	0.0	0.0011355034065102195	0.0011355034065102195	0.027051611866010603	0.2401078880631896	0.25049387144885515
106	10	10600001	10700000	1146	0.00318149	0.00316669	0.00318405	-0.0422543	5613	581	746	0.003206704436000001	0.0003563156957063959	0.0030286834135043648	0.0033849991092107607	0.032032725815072154	0.1958830879089032	0.2568849471619991
107	10	10700001	10800000	1223	0.00344108	0.00355503	0.00344397	-0.0792409	6157	658	795	NA	0.0	0.003247807729782397	0.003247807729782397	0.028484665090199906	0.17333270535952758	0.21556645150069895
108	10	10800001	10900000	1127	0.00318099	0.00312839	0.00318713	-0.0737893	5872	580	723	NA	0.0	0.002725259751320048	0.002725259751320048	0.029234567740835462	0.2012289742276622	0.24655965095305
109	10	10900001	11000000	1122	0.00306649	0.00313669	0.00307212	-0.0814213	5774	579	693	NA	0.0	0.0013855213023900245	0.0013855213023900245	0.027726197036908685	0.20565943487763716	0.21876893135910816
110	10	11000001	11100000	1056	0.00295817	0.00305674	0.00296308	-0.06837760000000001	5670	564	705	NA	0.0	0.002292768959435626	0.002292768959435626	0.0269208179573117	0.1749577317731248	0.2138902787180686
111	10	11100001	11200000	1148	0.00333806	0.00331836	0.00335043	-0.0714985	6074	597	784	NA	0.0	0.002798814619690484	0.002798814619690484	0.02745181493987811	0.17804929264774885	0.2172724707126873
112	10	11200001	11300000	1062	0.00309266	0.00273667	0.00308117	-0.026319099999999998	5570	508	709	NA	0.0025134649910233393	0.005026929982046679	0.007540394973070018	0.036782259974860836	0.43201336976180493	0.3412940840966288
113	10	11300001	11400000	884	0.00244221	0.00274674	0.00241272	-0.0269315	4518	506	565	NA	0.0011066843736166443	0.0033200531208499337	0.004426737494466578	0.034168990321864594	0.30046962087908285	0.28763917759657065
114	10	11400001	11500000	961	0.00269527	0.00295002	0.0026718	-0.044046300000000004	5253	544	624	NA	0.0	0.0039977155910908046	0.0039977155910908046	0.030675563095691964	0.2724556678480983	0.3226425643531993
115	10	11500001	11600000	1295	0.00357843	0.00307672	0.00356656	-0.0112038	6034	535	822	NA	0.0	0.012926748425588332	0.012926748425588332	0.04072259347392893	0.28417804277350395	0.4104176233221588
116	10	11600001	11700000	1293	0.00356809	0.00332839	0.00354041	-0.00539504	5766	602	855	NA	0.0	0.011619840443981963	0.011619840443981963	0.04339676078431373	0.3323713145110692	0.3953071667917513
117	10	11700001	11800000	1271	0.00372889	0.0020417	0.00374979	0.0126953	6390	388	890	NA	0.0003129890453834116	0.022222222222222227	0.02253521126760564	0.043641420930596905	0.5492444759244209	0.4619284430938708
118	10	11800001	11900000	1245	0.00337275	0.00325008	0.00338798	-0.070023	5950	600	771	NA	0.0	0.004201680672268907	0.004201680672268907	0.02945290738063215	0.17023695419755422	0.2493634120189833
119	10	11900001	12000000	1024	0.00297353	0.0020667	0.00298384	-0.0179675	6119	358	679	NA	0.0	0.014871711063899331	0.014871711063899331	0.03432171120379457	0.2983587534941107	0.4681936310190812
120	10	12000001	12100000	1306	0.00371093	0.00245842	0.00369111	0.0159626	6516	488	851	NA	0.0	0.02271332105586249	0.02271332105586249	0.046163573904351836	0.4943052426948768	0.6572268639957821
121	10	12100001	12200000	1201	0.00335432	0.00268169	0.00334721	0.00149951	5854	500	768	NA	0.0	0.01639904338913564	0.01639904338913564	0.040100164532694285	0.3166906295857774	0.4253752693653749
122	10	12200001	12300000	1208	0.00332282	0.00296838	0.00331312	-0.0113542	5549	561	769	NA	0.0	0.011353397008469995	0.011353397008469995	0.04081852605710155	0.2843734079298468	0.3992504018117096
123	10	12300001	12400000	1235	0.00328223	0.00333003	0.0032599000000000005	-0.014482	6158	613	764	NA	0.0	0.005521273140630075	0.005521273140630075	0.03457496336907083	0.2551734895476486	0.3437566098830086
124	10	12400001	12500000	1245	0.00359264	0.00323836	0.00358784	-0.0177349	5817	580	834	NA	0.0	0.009283135636926251	0.009283135636926251	0.039700389146886825	0.25630111954880624	0.3960444279467658
125	10	12500001	12600000	932	0.00289327	0.00295	0.0028717	-0.025936200000000003	5449	526	642	NA	0.0	0.012846393833730959	0.012846393833730959	0.032292470135829664	0.2532684283283725	0.358832708789033
126	10	12600001	12700000	993	0.00296819	0.00279667	0.0029739000000000002	-0.036157	4964	506	662	NA	0.0	0.008863819500402902	0.008863819500402902	0.03383382003224506	0.20475625042993373	0.2856498793546653
127	10	12700001	12800000	1180	0.00334248	0.00315669	0.00331695	-0.00156005	5537	555	750	NA	0.0	0.014809463608452231	0.014809463608452231	0.04124611299475872	0.2871181319457899	0.3940522069458917
128	10	12800001	12900000	1173	0.00325833	0.00280167	0.00324317	0.00852227	6062	494	732	NA	0.0001649620587264929	0.012207192345760473	0.012372154404486968	0.038853687607260726	0.33547164558862963	0.4226807576514006
129	10	12900001	13000000	980	0.00275351	0.00144502	0.00275327	0.0300584	5306	265	617	NA	0.0011307953260459858	0.02355823595929137	0.024689031285337355	0.04285126378561993	0.5163073646523829	0.6871591202231458
130	10	13000001	13100000	925	0.00249305	0.00134333	0.00251067	-0.00647661	4321	268	578	NA	0.0	0.01990280027771349	0.01990280027771349	0.04378328281539889	0.5192299141122704	0.4980121733402556
131	10	13100001	13200000	1329	0.00349256	0.00286514	0.00347587	0.00872085	5721	534	807	NA	0.0	0.0129325410695561	0.0129325410695561	0.0461951980877193	0.40256257041333704	0.4436843440193745
132	10	13200001	13300000	1213	0.00319814	0.00321672	0.00318308	-0.0297315	5677	591	754	NA	0.0	0.00722339675828048	0.00722339675828048	0.035495048069804344	0.23990331601591774	0.3305662805659365
133	10	13300001	13400000	1194	0.0035650999999999994	0.00284505	0.00356249	-0.0108383	5702	537	838	NA	0.0	0.01350403367239565	0.01350403367239565	0.04260683263657122	0.31465025999006024	0.4419911742816801
